Team,ATS Record,Cover %,MOV,ATS +/-
San Antonio,9-3-0,75.0%,6.1,+7.9
Cleveland,8-3-0,72.7%,11.5,+2.8
LA Clippers,10-4-0,71.4%,9.1,+4.3
Brooklyn,9-4-0,69.2%,-4.0,+3.4
Portland,9-5-0,64.3%,0.1,+4.5
Houston,7-4-0,63.6%,2.9,+2.0
Charlotte,5-3-1,62.5%,-2.4,+1.6
Minnesota,8-5-0,61.5%,10.5,+5.3
Indiana,6-4-0,60.0%,4.9,+1.7
Toronto,5-4-1,55.6%,-4.3,-0.6
Chicago,6-5-0,54.6%,0.7,+0.8
Washington,6-6-0,50.0%,-9.8,+0.8
Okla City,5-5-1,50.0%,12.7,+1.2
New York,7-7-0,50.0%,1.9,-3.5
LA Lakers,8-8-0,50.0%,3.4,+0.8
Miami,5-5-0,50.0%,3.8,+0.7
Atlanta,8-8-0,50.0%,-4.2,-1.0
Dallas,4-5-0,44.4%,0.3,-1.7
Detroit,4-5-0,44.4%,-1.3,+1.1
Phoenix,4-5-0,44.4%,3.8,-2.1
Denver,3-4-0,42.9%,3.6,-0.4
Golden State,6-8-1,42.9%,2.1,-3.4
Sacramento,6-8-2,42.9%,6.1,+2.4
Milwaukee,5-7-0,41.7%,1.9,-3.6
Utah,3-5-0,37.5%,-9.4,-1.6
Orlando,4-7-1,36.4%,-5.0,-6.5
Memphis,4-8-0,33.3%,0.3,-1.3
New Orleans,3-7-0,30.0%,-11.4,-4.5
Boston,3-8-0,27.3%,9.2,-3.2
Philadelphia,3-9-0,25.0%,-1.6,-2.6
