Team,Over Record,Over %,Under %,Total +/-
Temple,19-5-0,79.2%,20.8%,+10.1
South Dakota,18-5-0,78.3%,21.7%,+8.8
Northwestern,19-6-0,76.0%,24.0%,+4.4
N Florida,18-6-0,75.0%,25.0%,+9.2
USC,18-6-0,75.0%,25.0%,+2.6
St. Thomas,16-6-1,72.7%,27.3%,+8.3
Le Moyne,18-7-0,72.0%,28.0%,+8.3
Belmont,18-7-0,72.0%,28.0%,+6.8
NC Central,15-6-0,71.4%,28.6%,+6.3
N Dakota St,17-7-0,70.8%,29.2%,+7.4
Indiana St,17-7-0,70.8%,29.2%,+7.3
North Dakota,17-7-0,70.8%,29.2%,+5.7
Howard,14-6-0,70.0%,30.0%,+8.3
Maryland BC,16-7-0,69.6%,30.4%,+4.1
Gard-Webb,16-7-1,69.6%,30.4%,+2.8
Ohio,16-7-1,69.6%,30.4%,+3.7
TN State,16-7-0,69.6%,30.4%,+6.4
Morgan St,13-6-0,68.4%,31.6%,+7.9
Miami (OH),15-7-0,68.2%,31.8%,+4.5
N Arizona,15-7-0,68.2%,31.8%,-1.1
Manhattan,14-7-0,66.7%,33.3%,+10.3
Cornell,12-6-2,66.7%,33.3%,+8.8
Delaware,16-8-0,66.7%,33.3%,+4.9
Villanova,16-8-1,66.7%,33.3%,+2.6
SC Upstate,16-8-0,66.7%,33.3%,+3.2
W Carolina,14-7-1,66.7%,33.3%,-1.4
Alab A&M,14-7-0,66.7%,33.3%,+5.6
Dayton,16-8-0,66.7%,33.3%,+2.8
E Kentucky,16-8-0,66.7%,33.3%,+4.6
Akron,14-7-1,66.7%,33.3%,+7.0
Northeastrn,17-9-0,65.4%,34.6%,+1.6
Idaho,15-8-0,65.2%,34.8%,+3.7
E Michigan,15-8-0,65.2%,34.8%,+6.3
Illinois St,15-8-2,65.2%,34.8%,+6.7
Montana,15-8-0,65.2%,34.8%,+3.0
Fordham,15-8-0,65.2%,34.8%,+7.1
W Illinois,15-8-0,65.2%,34.8%,+2.0
IL-Chicago,15-8-0,65.2%,34.8%,+6.8
Loyola-MD,15-8-0,65.2%,34.8%,+0.9
Valparaiso,16-9-0,64.0%,36.0%,+4.0
Fresno St,16-9-0,64.0%,36.0%,+4.7
IU Indy,16-9-0,64.0%,36.0%,+5.9
Oregon St,16-9-0,64.0%,36.0%,+3.8
CS Bakersfld,16-9-0,64.0%,36.0%,+5.1
IPFW,16-9-0,64.0%,36.0%,+7.4
Maryland,16-9-0,64.0%,36.0%,+4.8
W Georgia,16-9-0,64.0%,36.0%,+1.8
Ark Pine Bl,14-8-0,63.6%,36.4%,+4.2
Weber St,14-8-1,63.6%,36.4%,+3.2
UTSA,14-8-0,63.6%,36.4%,+0.7
Yale,12-7-1,63.2%,36.8%,+7.2
Idaho St,12-7-1,63.2%,36.8%,+3.8
