Team,Over Record,Over %,Under %,Total +/-
TN State,4-0-0,100.0%,0.0%,+15.4
Sam Hous St,3-0-0,100.0%,0.0%,+15.3
TX A&M-CC,3-0-0,100.0%,0.0%,+14.3
South Dakota,4-0-0,100.0%,0.0%,+9.1
U Penn,2-0-1,100.0%,0.0%,+11.7
Manhattan,4-0-0,100.0%,0.0%,+14.0
Morgan St,7-1-0,87.5%,12.5%,+18.4
Idaho,7-1-0,87.5%,12.5%,+7.4
Northeastrn,6-1-0,85.7%,14.3%,+3.0
Bellarmine,6-1-0,85.7%,14.3%,+9.5
North Dakota,5-1-0,83.3%,16.7%,+8.8
TN Martin,5-1-0,83.3%,16.7%,+31.8
N Colorado,5-1-0,83.3%,16.7%,+13.9
Northwestern,14-3-0,82.4%,17.7%,+5.6
USC,13-3-0,81.3%,18.8%,+3.3
Yale,4-1-0,80.0%,20.0%,+13.3
St Peters,4-1-0,80.0%,20.0%,+5.1
Sacred Hrt,4-1-0,80.0%,20.0%,+12.1
Alab A&M,4-1-0,80.0%,20.0%,+4.5
Jksnville St,4-1-0,80.0%,20.0%,+12.2
Utah Tech,4-1-0,80.0%,20.0%,+3.5
Coppin St,4-1-0,80.0%,20.0%,+5.2
Winthrop,11-3-0,78.6%,21.4%,+16.0
Wm & Mary,7-2-0,77.8%,22.2%,+5.7
Temple,10-3-0,76.9%,23.1%,+10.4
E Kentucky,3-1-0,75.0%,25.0%,+2.8
Delaware,3-1-0,75.0%,25.0%,+6.9
Boston Col,9-3-0,75.0%,25.0%,+13.9
San Diego,6-2-0,75.0%,25.0%,+4.8
UCSD,3-1-0,75.0%,25.0%,+5.6
Cornell,3-1-1,75.0%,25.0%,+8.6
Texas St,6-2-0,75.0%,25.0%,+8.6
IL-Chicago,12-4-0,75.0%,25.0%,+8.2
Cal Poly,6-2-0,75.0%,25.0%,+12.1
Albany,6-2-0,75.0%,25.0%,+6.1
Niagara,3-1-0,75.0%,25.0%,+6.3
St. Thomas,6-2-0,75.0%,25.0%,+16.9
Ohio,11-4-0,73.3%,26.7%,+4.8
Miami (OH),11-4-0,73.3%,26.7%,+5.5
IPFW,13-5-0,72.2%,27.8%,+11.8
Belmont,13-5-0,72.2%,27.8%,+6.4
Maryland,13-5-0,72.2%,27.8%,+5.6
St Fran (PA),5-2-0,71.4%,28.6%,+3.9
Virginia,10-4-0,71.4%,28.6%,+3.1
Auburn,10-4-0,71.4%,28.6%,+4.5
