Team,ATS Record,Cover %,MOV,ATS +/-
NC Wilmington,9-0-0,100.0%,7.7,+7.3
UC Irvine,2-0-0,100.0%,12.0,+7.5
CS Northridge,3-0-0,100.0%,12.3,+5.7
Brown,3-0-0,100.0%,9.3,+9.7
UT Rio Grande,1-0-0,100.0%,35.0,+3.5
NW State,2-0-0,100.0%,-18.5,+11.3
Alabama St,2-0-0,100.0%,0.0,+14.0
Queens,12-2-0,85.7%,6.3,+5.6
Mercyhurst,6-1-1,85.7%,6.1,+6.0
Jacksonville St,5-1-0,83.3%,4.8,+6.8
Florida A&M,5-1-0,83.3%,2.9,+0.5
UC Riverside,5-1-0,83.3%,0.5,+7.0
W Kentucky,5-1-2,83.3%,12.6,+3.6
F Dickinson,9-2-0,81.8%,-0.2,+4.7
Yale,4-1-0,80.0%,4.8,+3.3
Manhattan,4-1-0,80.0%,2.0,+6.4
Louisiana Tech,4-1-0,80.0%,3.2,+1.2
Denver,7-2-0,77.8%,1.2,+5.4
Drexel,7-2-0,77.8%,-2.3,+2.3
FGCU,7-2-0,77.8%,4.1,+5.5
Norfolk St,7-2-0,77.8%,7.6,+8.2
Maryland ES,6-2-0,75.0%,-8.8,+1.4
Hou Christian,3-1-0,75.0%,-10.2,+2.0
South Dakota,6-2-1,75.0%,10.0,+2.9
SE Missouri St,6-2-0,75.0%,7.4,+4.1
Elon,3-1-0,75.0%,0.5,+0.3
Middle Tenn,3-1-1,75.0%,4.2,-1.6
Portland,6-2-0,75.0%,-10.0,+1.6
Florida,17-6-0,73.9%,16.8,+6.0
Purdue FW,14-5-0,73.7%,7.2,+2.6
Michigan St,14-5-1,73.7%,11.4,+3.8
Robert Morris,14-5-0,73.7%,3.5,+1.8
Oakland,8-3-0,72.7%,3.9,+4.3
VCU,13-5-0,72.2%,15.2,+4.1
Kennesaw St,5-2-0,71.4%,2.6,+2.9
Purdue,15-6-0,71.4%,10.6,+4.9
Grambling,5-2-0,71.4%,-6.4,+2.2
SIU Edward,5-2-0,71.4%,8.1,+4.6
Maine,5-2-0,71.4%,8.7,+8.1
Binghamton,5-2-0,71.4%,3.0,+1.5
San Jose St,12-5-1,70.6%,-3.7,+1.4
Omaha,7-3-0,70.0%,7.1,+6.6
St Francis PA,7-3-0,70.0%,0.9,+2.9
C Connecticut,7-3-0,70.0%,10.7,+4.3
Youngstown St,9-4-0,69.2%,10.4,+5.0
VMI,13-6-0,68.4%,0.8,+1.7
UTEP,2-1-0,66.7%,9.3,+4.8
Iona,4-2-0,66.7%,3.0,+0.3
E Texas A&M,2-1-0,66.7%,-9.0,-1.5
Iowa St,12-6-0,66.7%,12.7,+1.9
Kansas City,8-4-0,66.7%,5.5,+2.3
Cal Poly,6-3-0,66.7%,4.0,+5.4
Bethune,4-2-1,66.7%,-7.3,+5.3
Alcorn St,2-1-1,66.7%,-11.0,+3.6
Utah Tech,4-2-0,66.7%,0.5,+0.5
CS Bakersfield,2-1-0,66.7%,22.5,+5.0
Arkansas St,10-5-1,66.7%,8.6,+3.1
Duke,12-6-0,66.7%,23.3,+5.5
E Kentucky,4-2-0,66.7%,0.2,+6.8
Creighton,15-8-0,65.2%,8.6,+0.6
Chattanooga,13-7-0,65.0%,10.2,+2.4
