Team,Over Record,Over %,Under %,Total +/-
Utah,497-454-15,52.3%,47.7%,+0.6
Washington,507-467-18,52.1%,48.0%,+1.4
Atlanta,532-497-11,51.7%,48.3%,+0.8
Okla City,519-485-12,51.7%,48.3%,+0.8
Milwaukee,500-468-17,51.7%,48.4%,+0.9
Denver,497-467-15,51.6%,48.4%,+0.8
Minnesota,499-469-11,51.6%,48.5%,+0.4
Sacramento,453-430-16,51.3%,48.7%,+0.9
New York,494-476-9,50.9%,49.1%,+1.1
San Antonio,539-522-13,50.8%,49.2%,+0.5
Miami,560-548-13,50.5%,49.5%,+0.2
Portland,470-461-5,50.5%,49.5%,+0.5
New Orleans,470-463-13,50.4%,49.6%,+0.8
Phoenix,475-471-11,50.2%,49.8%,-0.1
Golden State,488-488-13,50.0%,50.0%,-0.4
Detroit,493-500-19,49.7%,50.4%,+0.1
Boston,570-581-6,49.5%,50.5%,-0.1
Memphis,498-509-7,49.5%,50.6%,+0.5
Toronto,505-518-14,49.4%,50.6%,+0.5
LA Lakers,482-498-8,49.2%,50.8%,-0.2
Dallas,507-524-12,49.2%,50.8%,+0.2
Indiana,514-537-18,48.9%,51.1%,0.0
LA Clippers,442-466-16,48.7%,51.3%,-0.4
Houston,481-515-15,48.3%,51.7%,-0.1
Chicago,476-510-11,48.3%,51.7%,0.0
Charlotte,446-480-13,48.2%,51.8%,-0.1
Brooklyn,468-513-14,47.7%,52.3%,+0.1
Cleveland,493-545-7,47.5%,52.5%,-0.3
Philadelphia,466-515-14,47.5%,52.5%,-0.7
Orlando,467-527-14,47.0%,53.0%,-0.4
