Team,Over Record,Over %,Under %,Total +/-
LSU,7-2-0,77.8%,22.2%,+16.3
Le Moyne,14-4-0,77.8%,22.2%,+5.0
VCU,6-2-0,75.0%,25.0%,+8.0
Mercyhurst,6-2-0,75.0%,25.0%,+8.6
Butler,16-6-0,72.7%,27.3%,+6.3
Iowa,13-5-1,72.2%,27.8%,+7.5
Cornell,13-5-0,72.2%,27.8%,+7.0
Ball St,5-2-0,71.4%,28.6%,+9.1
Creighton,16-7-0,69.6%,30.4%,+5.8
NC Asheville,20-9-0,69.0%,31.0%,+4.8
SE Louisiana,34-16-1,68.0%,32.0%,+5.9
Indiana St,10-5-0,66.7%,33.3%,+6.9
Georgia,10-5-0,66.7%,33.3%,+5.4
UCSD,25-13-1,65.8%,34.2%,+7.8
Cincinnati,13-7-0,65.0%,35.0%,+5.2
Howard,39-21-0,65.0%,35.0%,+3.8
Texas A&M,13-7-0,65.0%,35.0%,+9.2
UMass,9-5-0,64.3%,35.7%,+4.6
N Alabama,25-14-0,64.1%,35.9%,+7.4
Columbia,16-9-2,64.0%,36.0%,+5.3
Richmond,7-4-0,63.6%,36.4%,+4.1
Furman,28-16-0,63.6%,36.4%,+3.8
W Georgia,7-4-0,63.6%,36.4%,+4.0
E Kentucky,55-32-1,63.2%,36.8%,+4.4
San Diego St,17-10-0,63.0%,37.0%,+2.9
Saint Louis,5-3-0,62.5%,37.5%,+3.3
Utah St,13-8-1,61.9%,38.1%,+4.1
Radford,21-13-0,61.8%,38.2%,+2.5
Maine,16-10-0,61.5%,38.5%,-0.6
Queens,16-10-1,61.5%,38.5%,+3.0
Georgia St,46-29-0,61.3%,38.7%,+5.7
Baylor,30-19-0,61.2%,38.8%,+4.5
Lehigh,11-7-1,61.1%,38.9%,+1.7
S Utah,55-35-1,61.1%,38.9%,+2.5
North Dakota,44-28-1,61.1%,38.9%,+3.5
CS Fullerton,39-25-0,60.9%,39.1%,+4.2
UTSA,39-25-1,60.9%,39.1%,+3.7
S Alabama,53-34-3,60.9%,39.1%,+3.0
Charleston,51-33-1,60.7%,39.3%,+3.5
Denver,35-23-1,60.3%,39.7%,+3.1
Northwestern,9-6-2,60.0%,40.0%,+3.1
Minnesota,15-10-1,60.0%,40.0%,+2.7
Fordham,6-4-0,60.0%,40.0%,+0.2
Tarleton St,21-14-0,60.0%,40.0%,+2.5
Samford,34-23-1,59.7%,40.4%,+3.7
C Arkansas,28-19-1,59.6%,40.4%,+1.5
Nevada,16-11-0,59.3%,40.7%,+4.2
Norfolk St,39-27-0,59.1%,40.9%,+1.8
Sacramento St,56-39-2,59.0%,41.1%,+3.6
UT Rio Grande,33-23-1,58.9%,41.1%,+2.3
Youngstown St,43-30-0,58.9%,41.1%,+4.7
Wisconsin,10-7-0,58.8%,41.2%,+1.6
Loyola Chi,10-7-0,58.8%,41.2%,-1.6
New Orleans,27-19-1,58.7%,41.3%,+1.8
Florida St,24-17-0,58.5%,41.5%,+0.9
Florida Atlantic,38-27-3,58.5%,41.5%,+2.4
Arizona,45-32-0,58.4%,41.6%,+3.0
La Salle,7-5-0,58.3%,41.7%,0.0
Missouri St,7-5-0,58.3%,41.7%,-2.3
Vanderbilt,7-5-0,58.3%,41.7%,+2.9
