Team,Over Record,Over %,Under %,Total +/-
Phoenix,529-477-10,52.6%,47.4%,+0.6
Okla City,532-486-20,52.3%,47.7%,+1.0
Sacramento,348-321-11,52.0%,48.0%,+1.1
Milwaukee,510-473-10,51.9%,48.1%,+0.9
Washington,337-313-11,51.9%,48.2%,+1.2
Denver,576-538-12,51.7%,48.3%,+1.4
New Orleans,381-358-10,51.6%,48.4%,+0.3
Atlanta,413-392-8,51.3%,48.7%,+1.2
Charlotte,247-235-5,51.2%,48.8%,+1.4
Detroit,410-393-17,51.1%,48.9%,+0.4
Miami,618-593-14,51.0%,49.0%,+0.4
Minnesota,376-365-6,50.7%,49.3%,-0.1
Boston,649-630-14,50.7%,49.3%,+0.5
Cleveland,517-505-13,50.6%,49.4%,+0.8
Toronto,448-439-9,50.5%,49.5%,+0.4
Portland,406-406-12,50.0%,50.0%,+1.2
Philadelphia,404-407-11,49.8%,50.2%,+0.1
Brooklyn,348-357-6,49.4%,50.6%,+0.2
LA Clippers,500-517-13,49.2%,50.8%,-0.2
Golden State,543-566-16,49.0%,51.0%,+0.1
Utah,470-492-10,48.9%,51.1%,+0.1
Houston,513-539-19,48.8%,51.2%,-0.5
LA Lakers,508-534-10,48.8%,51.3%,-0.2
Dallas,553-591-17,48.3%,51.7%,-0.1
New York,321-343-5,48.3%,51.7%,+0.3
San Antonio,630-674-16,48.3%,51.7%,+0.3
Indiana,457-491-15,48.2%,51.8%,-0.2
Chicago,393-443-5,47.0%,53.0%,+0.1
Orlando,351-406-12,46.4%,53.6%,-0.9
Memphis,397-464-15,46.1%,53.9%,-0.1
