Team,Over Record,Over %,Under %,Total +/-
Milwaukee,958-890-21,51.8%,48.2%,+0.8
Denver,973-909-21,51.7%,48.3%,+1.0
Washington,923-874-32,51.4%,48.6%,+1.0
Minnesota,914-867-22,51.3%,48.7%,+0.5
Atlanta,954-906-17,51.3%,48.7%,+1.0
Sacramento,900-855-33,51.3%,48.7%,+0.9
Phoenix,947-907-21,51.1%,48.9%,+0.5
Utah,930-902-25,50.8%,49.2%,+0.7
Toronto,934-911-16,50.6%,49.4%,+0.8
Portland,912-906-23,50.2%,49.8%,+0.6
Okla City,936-931-28,50.1%,49.9%,+0.4
San Antonio,966-971-27,49.9%,50.1%,+0.4
Philadelphia,913-920-28,49.8%,50.2%,+0.1
LA Lakers,951-965-18,49.6%,50.4%,-0.1
Boston,985-1002-21,49.6%,50.4%,+0.4
New York,885-902-17,49.5%,50.5%,+0.4
Indiana,921-939-31,49.5%,50.5%,+0.2
Detroit,906-924-33,49.5%,50.5%,+0.1
New Orleans,887-905-24,49.5%,50.5%,+0.2
Golden State,940-960-23,49.5%,50.5%,+0.2
LA Clippers,912-933-32,49.4%,50.6%,+0.2
Cleveland,940-963-18,49.4%,50.6%,+0.3
Dallas,936-962-25,49.3%,50.7%,+0.3
Charlotte,820-843-22,49.3%,50.7%,+0.2
Miami,978-1009-19,49.2%,50.8%,-0.3
Houston,905-949-27,48.8%,51.2%,+0.2
Brooklyn,891-939-20,48.7%,51.3%,+0.4
Chicago,890-941-19,48.6%,51.4%,+0.4
Memphis,884-953-22,48.1%,51.9%,-0.1
Orlando,863-946-29,47.7%,52.3%,-0.4
