Team,Over Record,Over %,Under %,Total +/-
Washington,92-57-2,61.7%,38.3%,+3.7
Minnesota,81-53-2,60.5%,39.6%,+4.3
Denver,77-61-0,55.8%,44.2%,+1.0
Orlando,80-64-2,55.6%,44.4%,+0.5
Philadelphia,77-63-2,55.0%,45.0%,+1.9
Charlotte,79-65-1,54.9%,45.1%,+1.4
Okla City,75-63-4,54.4%,45.7%,+2.2
Boston,75-64-4,54.0%,46.0%,+2.0
Dallas,75-64-3,54.0%,46.0%,+1.6
Houston,76-66-1,53.5%,46.5%,+0.9
Toronto,77-67-1,53.5%,46.5%,+0.8
LA Lakers,69-63-3,52.3%,47.7%,+1.5
Indiana,73-67-3,52.1%,47.9%,+1.7
New Orleans,72-68-2,51.4%,48.6%,+0.9
LA Clippers,77-73-1,51.3%,48.7%,-0.2
Miami,70-67-1,51.1%,48.9%,-0.2
San Antonio,71-68-3,51.1%,48.9%,+1.6
Phoenix,70-68-2,50.7%,49.3%,+0.3
Chicago,74-72-1,50.7%,49.3%,-1.3
New York,69-68-0,50.4%,49.6%,+0.2
Utah,71-71-1,50.0%,50.0%,+1.6
Atlanta,75-76-1,49.7%,50.3%,-1.0
Golden State,71-72-4,49.7%,50.4%,+0.5
Memphis,68-74-4,47.9%,52.1%,-0.4
Cleveland,69-80-2,46.3%,53.7%,-0.5
Brooklyn,64-75-1,46.0%,54.0%,+0.3
Portland,65-79-2,45.1%,54.9%,-1.5
Milwaukee,66-81-1,44.9%,55.1%,-1.3
Sacramento,69-85-1,44.8%,55.2%,-1.7
Detroit,62-82-4,43.1%,56.9%,-0.1
