Team,Over Record,Over %,Under %,Total +/-
TX A&M-CC,3-0-0,100.0%,0.0%,+14.3
TN State,4-0-0,100.0%,0.0%,+15.4
South Dakota,4-0-0,100.0%,0.0%,+9.1
U Penn,2-0-1,100.0%,0.0%,+11.7
Sam Hous St,3-0-0,100.0%,0.0%,+15.3
Manhattan,4-0-0,100.0%,0.0%,+14.0
Morgan St,7-1-0,87.5%,12.5%,+18.4
Idaho,7-1-0,87.5%,12.5%,+7.4
Northeastrn,6-1-0,85.7%,14.3%,+3.0
Bellarmine,6-1-0,85.7%,14.3%,+9.5
North Dakota,5-1-0,83.3%,16.7%,+8.8
TN Martin,5-1-0,83.3%,16.7%,+31.8
N Colorado,5-1-0,83.3%,16.7%,+13.9
Northwestern,14-3-0,82.4%,17.7%,+5.6
USC,13-3-0,81.3%,18.8%,+3.3
Jksnville St,4-1-0,80.0%,20.0%,+12.2
St Peters,4-1-0,80.0%,20.0%,+5.1
Alab A&M,4-1-0,80.0%,20.0%,+4.5
Sacred Hrt,4-1-0,80.0%,20.0%,+12.1
Coppin St,4-1-0,80.0%,20.0%,+5.2
Yale,4-1-0,80.0%,20.0%,+13.3
Utah Tech,4-1-0,80.0%,20.0%,+3.5
Winthrop,11-3-0,78.6%,21.4%,+16.0
Wm & Mary,7-2-0,77.8%,22.2%,+5.7
Temple,10-3-0,76.9%,23.1%,+10.4
Cal Poly,6-2-0,75.0%,25.0%,+12.1
San Diego,6-2-0,75.0%,25.0%,+4.8
Cornell,3-1-1,75.0%,25.0%,+8.6
Boston Col,9-3-0,75.0%,25.0%,+13.9
Niagara,3-1-0,75.0%,25.0%,+6.3
UCSD,3-1-0,75.0%,25.0%,+5.6
Albany,6-2-0,75.0%,25.0%,+6.1
IL-Chicago,12-4-0,75.0%,25.0%,+8.2
E Kentucky,3-1-0,75.0%,25.0%,+2.8
Delaware,3-1-0,75.0%,25.0%,+6.9
Texas St,6-2-0,75.0%,25.0%,+8.6
St. Thomas,6-2-0,75.0%,25.0%,+16.9
