Team,Over Record,Over %,Under %,Total +/-
Stony Brook,1-0-0,100.0%,0.0%,+17.0
Idaho,4-0-0,100.0%,0.0%,+10.1
Austin Peay,4-0-0,100.0%,0.0%,+15.3
UL Monroe,4-0-0,100.0%,0.0%,+26.0
Alab A&M,4-0-0,100.0%,0.0%,+17.3
N Florida,11-0-0,100.0%,0.0%,+17.1
Mercyhurst,2-0-0,100.0%,0.0%,+24.0
Ark Pine Bl,1-0-0,100.0%,0.0%,+10.5
TX A&M-Com,1-0-0,100.0%,0.0%,+10.5
Fordham,7-1-0,87.5%,12.5%,+18.5
Jackson St,7-1-0,87.5%,12.5%,+11.8
IL-Chicago,6-1-0,85.7%,14.3%,+12.6
Wyoming,6-1-0,85.7%,14.3%,+5.2
Le Moyne,6-1-0,85.7%,14.3%,+16.5
South Dakota,11-2-0,84.6%,15.4%,+8.1
VA Tech,5-1-0,83.3%,16.7%,+0.7
Lindenwood,5-1-0,83.3%,16.7%,+5.0
Maryland BC,8-2-0,80.0%,20.0%,+5.5
Belmont,12-3-0,80.0%,20.0%,+10.3
E Michigan,4-1-0,80.0%,20.0%,+17.1
VMI,4-1-0,80.0%,20.0%,+2.6
Hampton,4-1-0,80.0%,20.0%,+1.0
Central Ark,4-1-0,80.0%,20.0%,+2.5
Winthrop,15-4-0,79.0%,21.1%,+13.3
Howard,7-2-0,77.8%,22.2%,+15.1
TN State,7-2-0,77.8%,22.2%,+6.9
Miami,10-3-0,76.9%,23.1%,+11.0
Delaware,6-2-0,75.0%,25.0%,+8.1
NC Central,6-2-0,75.0%,25.0%,+13.8
Colgate,12-4-0,75.0%,25.0%,+7.8
Hsn Christian,3-1-0,75.0%,25.0%,+8.0
IU Indy,3-1-0,75.0%,25.0%,+11.3
Bellarmine,3-1-0,75.0%,25.0%,+5.1
Siena,6-2-0,75.0%,25.0%,+12.4
Stetson,3-1-0,75.0%,25.0%,+8.5
Temple,9-3-0,75.0%,25.0%,+11.0
USC,9-3-0,75.0%,25.0%,+5.3
Charl South,3-1-0,75.0%,25.0%,+3.1
Florida A&M,3-1-0,75.0%,25.0%,+16.3
N Dakota St,12-4-0,75.0%,25.0%,+7.9
Utah Valley,8-3-0,72.7%,27.3%,+4.8
S Car State,8-3-0,72.7%,27.3%,+5.5
UTSA,5-2-0,71.4%,28.6%,+4.3
Idaho St,5-2-1,71.4%,28.6%,+4.4
Miami (OH),10-4-0,71.4%,28.6%,+6.6
North Dakota,5-2-0,71.4%,28.6%,+4.2
St. Thomas,10-4-1,71.4%,28.6%,+8.5
Ohio,12-5-1,70.6%,29.4%,+5.6
Dayton,12-5-0,70.6%,29.4%,+2.4
Washington,7-3-0,70.0%,30.0%,+3.0
American,7-3-0,70.0%,30.0%,+4.7
N Arizona,7-3-0,70.0%,30.0%,+3.6
LSU,7-3-0,70.0%,30.0%,+7.5
California,9-4-0,69.2%,30.8%,+8.8
Villanova,11-5-1,68.8%,31.3%,+2.2
IPFW,13-6-0,68.4%,31.6%,+9.2
VCU,15-7-0,68.2%,31.8%,+0.2
CS Bakersfld,6-3-0,66.7%,33.3%,+2.3
N Colorado,10-5-0,66.7%,33.3%,+6.1
Rhode Island,12-6-0,66.7%,33.3%,+2.5
Akron,10-5-1,66.7%,33.3%,+7.4
Portland,4-2-0,66.7%,33.3%,+13.5
St Fran (PA),4-2-0,66.7%,33.3%,+5.1
Loyola Mymt,8-4-0,66.7%,33.3%,+0.4
Manhattan,4-2-0,66.7%,33.3%,+11.1
San Jose St,6-3-0,66.7%,33.3%,+9.6
W Carolina,2-1-0,66.7%,33.3%,-1.8
Gard-Webb,6-3-1,66.7%,33.3%,-4.8
SE Missouri,6-3-0,66.7%,33.3%,+6.5
Florida Intl,4-2-0,66.7%,33.3%,+2.3
Cal Poly,4-2-0,66.7%,33.3%,+4.0
Denver,2-1-0,66.7%,33.3%,+13.8
GA Southern,6-3-0,66.7%,33.3%,+5.7
Citadel,2-1-0,66.7%,33.3%,+2.3
U Penn,4-2-0,66.7%,33.3%,+6.8
Yale,9-5-1,64.3%,35.7%,+8.6
Oklahoma,9-5-0,64.3%,35.7%,+4.0
Maine,7-4-1,63.6%,36.4%,+0.6
Central Mich,7-4-0,63.6%,36.4%,+6.1
Georgia St,7-4-0,63.6%,36.4%,+4.6
UCF,7-4-0,63.6%,36.4%,+5.5
DePaul,7-4-0,63.6%,36.4%,+2.8
Ball St,7-4-0,63.6%,36.4%,+6.5
La Salle,7-4-0,63.6%,36.4%,+3.5
Oklahoma St,7-4-0,63.6%,36.4%,+3.3
Radford,7-4-0,63.6%,36.4%,+0.8
Purdue,12-7-0,63.2%,36.8%,+2.0
Col Charlestn,12-7-0,63.2%,36.8%,+5.7
NC-Wilmgton,12-7-0,63.2%,36.8%,+3.8
Oregon,12-7-0,63.2%,36.8%,+2.1
North Texas,10-6-0,62.5%,37.5%,-0.8
UCSD,10-6-1,62.5%,37.5%,+2.0
Furman,10-6-0,62.5%,37.5%,+0.3
Boston Col,5-3-0,62.5%,37.5%,+6.1
Wash State,10-6-0,62.5%,37.5%,+7.6
Charlotte,5-3-0,62.5%,37.5%,+1.1
Arizona,13-8-0,61.9%,38.1%,+0.9
Illinois,13-8-0,61.9%,38.1%,+1.1
Wofford,8-5-1,61.5%,38.5%,-0.4
Davidson,8-5-0,61.5%,38.5%,+4.7
Montana,8-5-0,61.5%,38.5%,+0.5
Gonzaga,16-10-0,61.5%,38.5%,+1.7
Northwestern,8-5-0,61.5%,38.5%,+2.2
Pepperdine,6-4-0,60.0%,40.0%,+3.2
Kansas City,6-4-0,60.0%,40.0%,+1.0
