Team,Over Record,Over %,Under %,Total +/-
NC-Asheville,4-0-1,100.0%,0.0%,+14.3
NC Central,10-1-0,90.9%,9.1%,+10.2
Howard,10-1-0,90.9%,9.1%,+10.8
Illinois St,9-1-0,90.0%,10.0%,+15.7
Temple,8-1-0,88.9%,11.1%,+12.6
Texas,7-1-1,87.5%,12.5%,+4.4
South Dakota,7-1-0,87.5%,12.5%,+6.0
Illinois,7-1-0,87.5%,12.5%,+3.9
Oregon,7-1-0,87.5%,12.5%,+5.2
Gard-Webb,11-2-1,84.6%,15.4%,+8.3
St. Thomas,5-1-0,83.3%,16.7%,+11.3
Maryland,5-1-0,83.3%,16.7%,+8.6
San Diego St,5-1-0,83.3%,16.7%,+5.7
Northwestern,9-2-0,81.8%,18.2%,+6.3
Yale,4-1-0,80.0%,20.0%,+7.3
USC,8-2-0,80.0%,20.0%,+1.1
W Carolina,12-3-1,80.0%,20.0%,+3.1
North Dakota,12-3-0,80.0%,20.0%,+7.5
North Texas,4-1-0,80.0%,20.0%,+9.0
Geo Mason,4-1-0,80.0%,20.0%,+6.5
Weber St,12-3-0,80.0%,20.0%,+8.3
Wisconsin,4-1-0,80.0%,20.0%,+5.0
VCU,4-1-0,80.0%,20.0%,+1.3
Butler,10-3-0,76.9%,23.1%,+4.6
N Dakota St,6-2-0,75.0%,25.0%,+16.6
IPFW,6-2-0,75.0%,25.0%,+8.1
Dayton,6-2-0,75.0%,25.0%,+9.0
Memphis,3-1-0,75.0%,25.0%,+7.9
Oregon St,6-2-0,75.0%,25.0%,+5.6
Marist,3-1-0,75.0%,25.0%,+0.3
Michigan St,3-1-0,75.0%,25.0%,+7.4
SE Missouri,6-2-0,75.0%,25.0%,-1.1
Miami (OH),3-1-0,75.0%,25.0%,+12.0
S Dakota St,6-2-0,75.0%,25.0%,+7.9
Ball St,8-3-0,72.7%,27.3%,+7.8
TN Tech,8-3-0,72.7%,27.3%,+7.5
SC Upstate,13-5-0,72.2%,27.8%,+4.4
Furman,5-2-0,71.4%,28.6%,+9.7
Gonzaga,5-2-0,71.4%,28.6%,+6.7
Columbia,5-2-0,71.4%,28.6%,+13.3
SIU Edward,5-2-0,71.4%,28.6%,+5.6
Delaware St,5-2-0,71.4%,28.6%,+10.4
Le Moyne,12-5-0,70.6%,29.4%,+5.1
American,7-3-0,70.0%,30.0%,+6.1
UCF,7-3-0,70.0%,30.0%,+15.9
San Jose St,7-3-1,70.0%,30.0%,+2.6
Xavier,7-3-0,70.0%,30.0%,+9.7
Queens,7-3-0,70.0%,30.0%,+5.8
Ohio,7-3-1,70.0%,30.0%,+3.0
Washington,7-3-0,70.0%,30.0%,+1.8
Providence,9-4-0,69.2%,30.8%,+8.6
Boston Col,9-4-0,69.2%,30.8%,+12.3
Maryland BC,9-4-0,69.2%,30.8%,+5.2
Idaho,9-4-0,69.2%,30.8%,+5.1
Miss State,4-2-0,66.7%,33.3%,+2.3
Arizona,4-2-0,66.7%,33.3%,+1.6
Northeastrn,8-4-0,66.7%,33.3%,+4.8
TX-Pan Am,6-3-0,66.7%,33.3%,+4.9
Virginia,8-4-0,66.7%,33.3%,+1.7
St Peters,8-4-0,66.7%,33.3%,+3.9
Air Force,14-7-0,66.7%,33.3%,+1.3
Radford,6-3-0,66.7%,33.3%,+1.1
Loyola-MD,8-4-0,66.7%,33.3%,+1.2
Winthrop,6-3-0,66.7%,33.3%,+6.9
Mt St Marys,6-3-0,66.7%,33.3%,+10.8
TN State,8-4-0,66.7%,33.3%,+5.4
Dartmouth,6-3-1,66.7%,33.3%,+10.1
Creighton,4-2-0,66.7%,33.3%,+4.6
Boise St,4-2-0,66.7%,33.3%,+1.1
Manhattan,6-3-0,66.7%,33.3%,+7.9
Hsn Christian,8-4-0,66.7%,33.3%,-0.2
Alabama,2-1-0,66.7%,33.3%,+12.0
Wake Forest,4-2-0,66.7%,33.3%,-0.5
UCLA,4-2-0,66.7%,33.3%,+0.1
Central Ark,11-6-0,64.7%,35.3%,+1.3
IU Indy,11-6-0,64.7%,35.3%,+5.8
CS Bakersfld,9-5-0,64.3%,35.7%,+5.5
Ste F Austin,7-4-0,63.6%,36.4%,+2.9
E Carolina,7-4-0,63.6%,36.4%,+2.1
U Penn,7-4-2,63.6%,36.4%,-2.3
Fresno St,12-7-0,63.2%,36.8%,+6.8
Richmond,10-6-0,62.5%,37.5%,+3.8
Lamar,5-3-0,62.5%,37.5%,-3.1
Alab A&M,10-6-0,62.5%,37.5%,+5.2
Baylor,5-3-0,62.5%,37.5%,-2.1
Stanford,5-3-0,62.5%,37.5%,+5.1
Colorado St,5-3-0,62.5%,37.5%,+2.1
Belmont,5-3-0,62.5%,37.5%,+1.6
BYU,5-3-0,62.5%,37.5%,0.0
Portland,10-6-0,62.5%,37.5%,+6.4
Army,5-3-0,62.5%,37.5%,+0.6
N Alabama,5-3-0,62.5%,37.5%,+6.4
Mercer,8-5-0,61.5%,38.5%,+4.5
DePaul,8-5-0,61.5%,38.5%,+4.5
UTSA,8-5-0,61.5%,38.5%,-2.3
Oral Roberts,8-5-0,61.5%,38.5%,+7.7
Lg Beach St,11-7-0,61.1%,38.9%,+1.3
S Methodist,3-2-0,60.0%,40.0%,-2.9
W Illinois,9-6-0,60.0%,40.0%,+0.4
Sam Hous St,9-6-0,60.0%,40.0%,-0.7
Morgan St,6-4-0,60.0%,40.0%,+6.9
Wm & Mary,6-4-0,60.0%,40.0%,+2.3
E Kentucky,6-4-0,60.0%,40.0%,+6.6
Clemson,3-2-0,60.0%,40.0%,+6.5
NC-Wilmgton,3-2-0,60.0%,40.0%,-3.6
Charl South,9-6-1,60.0%,40.0%,+0.2
Merrimack,6-4-0,60.0%,40.0%,-1.1
Missouri St,9-6-0,60.0%,40.0%,+4.2
N Florida,6-4-0,60.0%,40.0%,+6.5
