Team,Over Record,Over %,Under %,Total +/-
Minnesota,224-188-5,54.4%,45.6%,+1.9
Denver,262-222-2,54.1%,45.9%,+1.6
Toronto,232-209-1,52.6%,47.4%,+1.9
Charlotte,186-170-4,52.3%,47.8%,+1.5
Philadelphia,231-213-8,52.0%,48.0%,+1.5
Phoenix,227-210-7,52.0%,48.1%,+1.5
LA Clippers,255-237-7,51.8%,48.2%,+0.6
Brooklyn,228-214-3,51.6%,48.4%,+1.5
Milwaukee,219-209-1,51.2%,48.8%,+0.3
Indiana,216-208-6,50.9%,49.1%,+0.8
LA Lakers,266-257-5,50.9%,49.1%,+0.3
Chicago,200-195-2,50.6%,49.4%,+1.9
Cleveland,225-220-5,50.6%,49.4%,+0.7
Boston,232-229-9,50.3%,49.7%,+1.2
Okla City,235-233-8,50.2%,49.8%,+0.7
San Antonio,234-234-5,50.0%,50.0%,+0.3
Miami,233-234-5,49.9%,50.1%,-0.2
Golden State,236-237-6,49.9%,50.1%,+0.6
Dallas,229-236-7,49.3%,50.8%,-0.4
New Orleans,210-217-6,49.2%,50.8%,-0.6
Houston,217-227-4,48.9%,51.1%,+0.5
Detroit,214-225-11,48.8%,51.3%,+0.3
Atlanta,206-219-3,48.5%,51.5%,-0.1
New York,211-225-3,48.4%,51.6%,-0.3
Utah,219-239-6,47.8%,52.2%,+0.5
Sacramento,218-239-10,47.7%,52.3%,-0.5
Memphis,201-221-9,47.6%,52.4%,-0.2
Washington,190-210-5,47.5%,52.5%,0.0
Orlando,187-211-9,47.0%,53.0%,-0.9
Portland,207-245-9,45.8%,54.2%,-1.2
