Team,Over Record,Over %,Under %,Total +/-
N Florida,2-0-0,100.0%,0.0%,+19.5
Weber St,1-0-0,100.0%,0.0%,+8.0
Mercer,1-0-0,100.0%,0.0%,+13.5
UTEP,3-0-0,100.0%,0.0%,+13.7
Army,6-0-0,100.0%,0.0%,+21.6
Florida Intl,3-0-0,100.0%,0.0%,+8.0
Stanford,2-0-0,100.0%,0.0%,+9.3
E Washington,3-0-0,100.0%,0.0%,+9.7
W Georgia,4-0-0,100.0%,0.0%,+6.6
Mercyhurst,3-0-0,100.0%,0.0%,+11.7
E Michigan,7-1-0,87.5%,12.5%,+16.7
Purdue FW,7-1-0,87.5%,12.5%,+16.9
Colorado St,6-1-1,85.7%,14.3%,+3.3
Texas Tech,6-1-1,85.7%,14.3%,+14.6
W Carolina,6-1-0,85.7%,14.3%,+3.6
Gardner-Webb,6-1-0,85.7%,14.3%,+9.3
Lindenwood,6-1-0,85.7%,14.3%,+5.5
Illinois St,6-1-0,85.7%,14.3%,+8.4
N Alabama,6-1-0,85.7%,14.3%,+9.2
Indiana St,5-1-0,83.3%,16.7%,+7.2
Manhattan,5-1-0,83.3%,16.7%,+20.9
Boston College,5-1-0,83.3%,16.7%,+6.3
Cal Poly,5-1-0,83.3%,16.7%,+22.5
E Kentucky,5-1-0,83.3%,16.7%,+6.5
Grand Canyon,5-1-0,83.3%,16.7%,+4.0
UMass,5-1-0,83.3%,16.7%,+9.8
S Carolina St,5-1-0,83.3%,16.7%,+8.8
Bellarmine,4-1-0,80.0%,20.0%,+11.2
Jacksonville,4-1-0,80.0%,20.0%,+9.7
W Illinois,4-1-0,80.0%,20.0%,+3.3
Denver,4-1-0,80.0%,20.0%,+7.8
Idaho,4-1-0,80.0%,20.0%,+3.3
Columbia,4-1-0,80.0%,20.0%,+5.9
Miss Valley St,4-1-0,80.0%,20.0%,+6.8
C Arkansas,4-1-0,80.0%,20.0%,+7.0
J Madison,4-1-0,80.0%,20.0%,+7.0
South Dakota,4-1-0,80.0%,20.0%,+13.7
Queens,4-1-0,80.0%,20.0%,+7.8
Miami,7-2-0,77.8%,22.2%,+10.2
NC Central,6-2-0,75.0%,25.0%,+8.0
Iona,3-1-0,75.0%,25.0%,+10.0
Missouri St,3-1-0,75.0%,25.0%,+27.8
Iowa,9-3-0,75.0%,25.0%,+10.5
Oregon St,6-2-0,75.0%,25.0%,+5.1
FGCU,3-1-0,75.0%,25.0%,-2.3
Cornell,3-1-1,75.0%,25.0%,+25.7
Air Force,6-2-0,75.0%,25.0%,+2.2
N Arizona,3-1-0,75.0%,25.0%,+1.6
Ball St,3-1-0,75.0%,25.0%,+1.1
New Mexico St,3-1-0,75.0%,25.0%,+8.0
St Bonaventure,6-2-0,75.0%,25.0%,+1.1
Washington,8-3-0,72.7%,27.3%,+6.6
Ohio,5-2-0,71.4%,28.6%,+9.0
USC,10-4-0,71.4%,28.6%,+5.6
Lafayette,5-2-0,71.4%,28.6%,+1.2
Akron,5-2-1,71.4%,28.6%,+7.5
N Dakota St,5-2-0,71.4%,28.6%,+1.3
Loyola MD,5-2-0,71.4%,28.6%,+3.1
Arizona,7-3-0,70.0%,30.0%,+6.4
N Texas,7-3-0,70.0%,30.0%,+1.9
Rutgers,9-4-1,69.2%,30.8%,+7.6
Idaho St,2-1-0,66.7%,33.3%,+8.0
VMI,2-1-0,66.7%,33.3%,-2.8
Vanderbilt,4-2-0,66.7%,33.3%,+4.5
UMBC,4-2-0,66.7%,33.3%,+9.4
Baylor,6-3-0,66.7%,33.3%,+0.6
Stetson,2-1-0,66.7%,33.3%,+10.8
Gonzaga,6-3-0,66.7%,33.3%,+1.6
Portland,4-2-0,66.7%,33.3%,+8.8
Portland St,2-1-0,66.7%,33.3%,-2.3
Hampton,2-1-0,66.7%,33.3%,-4.7
The Citadel,2-1-0,66.7%,33.3%,+0.7
Liberty,6-3-0,66.7%,33.3%,+6.6
Maine,4-2-0,66.7%,33.3%,-0.1
Butler,4-2-0,66.7%,33.3%,+2.4
William & Mary,4-2-0,66.7%,33.3%,+5.5
Texas A&M-CC,2-1-0,66.7%,33.3%,+2.0
Memphis,6-3-0,66.7%,33.3%,+1.4
Northwestern,8-4-0,66.7%,33.3%,+1.5
C Connecticut,4-2-0,66.7%,33.3%,+1.5
AR-Pine Bluff,4-2-0,66.7%,33.3%,+1.9
Colgate,4-2-0,66.7%,33.3%,+1.4
Belmont,6-3-0,66.7%,33.3%,+4.3
NC Asheville,4-2-0,66.7%,33.3%,+13.4
California,2-1-0,66.7%,33.3%,+1.0
Creighton,6-3-0,66.7%,33.3%,+3.2
S Dakota St,4-2-0,66.7%,33.3%,+13.1
CS Northridge,4-2-0,66.7%,33.3%,+4.0
E Carolina,7-4-0,63.6%,36.4%,+6.5
BYU,7-4-0,63.6%,36.4%,+7.2
Notre Dame,7-4-1,63.6%,36.4%,+4.6
Bucknell,5-3-0,62.5%,37.5%,+8.7
IU Indy,5-3-0,62.5%,37.5%,+3.7
Robert Morris,5-3-0,62.5%,37.5%,+7.6
Charleston,5-3-0,62.5%,37.5%,+7.1
Dayton,5-3-0,62.5%,37.5%,+4.8
NC Wilmington,5-3-0,62.5%,37.5%,+4.9
Siena,5-3-0,62.5%,37.5%,+4.8
Louisville,5-3-0,62.5%,37.5%,+5.4
Texas So,5-3-0,62.5%,37.5%,+6.9
San Francisco,5-3-0,62.5%,37.5%,-1.9
Illinois,6-4-0,60.0%,40.0%,+5.8
New Hampshire,3-2-0,60.0%,40.0%,+7.6
Pittsburgh,3-2-1,60.0%,40.0%,+9.8
UT Martin,3-2-0,60.0%,40.0%,+22.4
NJIT,3-2-0,60.0%,40.0%,+0.2
Incarnate Word,3-2-1,60.0%,40.0%,+1.3
Tulsa,6-4-0,60.0%,40.0%,+0.4
Charleston So,3-2-1,60.0%,40.0%,+1.9
Kentucky,6-4-0,60.0%,40.0%,+1.0
Mt St Mary's,3-2-0,60.0%,40.0%,+11.2
UCSD,3-2-0,60.0%,40.0%,+2.4
S Alabama,3-2-0,60.0%,40.0%,+1.0
UAB,6-4-0,60.0%,40.0%,+4.2
Samford,3-2-0,60.0%,40.0%,+8.1
NC Greensboro,3-2-0,60.0%,40.0%,-4.0
W Kentucky,3-2-0,60.0%,40.0%,+6.3
Omaha,6-4-0,60.0%,40.0%,+1.0
Marquette,3-2-2,60.0%,40.0%,+2.9
NC A&T,3-2-0,60.0%,40.0%,-3.6
Boston U,3-2-0,60.0%,40.0%,+2.9
Navy,3-2-0,60.0%,40.0%,+9.5
Louisiana,3-2-0,60.0%,40.0%,-3.7
Le Moyne,3-2-0,60.0%,40.0%,+2.3
UMass Lowell,3-2-0,60.0%,40.0%,+7.1
Harvard,3-2-0,60.0%,40.0%,-6.5
Abl Christian,3-2-0,60.0%,40.0%,+4.2
UTSA,7-5-0,58.3%,41.7%,-1.1
Kent St,7-5-0,58.3%,41.7%,+3.2
Howard,4-3-0,57.1%,42.9%,+4.3
Northeastern,4-3-0,57.1%,42.9%,-1.9
Tennessee,4-3-0,57.1%,42.9%,+1.4
Delaware,4-3-0,57.1%,42.9%,-0.3
Sacramento St,4-3-0,57.1%,42.9%,-1.9
SE Missouri St,4-3-0,57.1%,42.9%,+4.3
Charlotte,8-6-0,57.1%,42.9%,+2.7
Prairie View,4-3-0,57.1%,42.9%,-1.6
Delaware St,4-3-0,57.1%,42.9%,+5.6
Missouri,4-3-0,57.1%,42.9%,+4.7
Temple,4-3-0,57.1%,42.9%,+9.1
CS Bakersfield,4-3-0,57.1%,42.9%,-0.4
Norfolk St,4-3-0,57.1%,42.9%,-3.1
Towson,4-3-0,57.1%,42.9%,+2.7
G Washington,5-4-0,55.6%,44.4%,-2.1
Georgia,5-4-0,55.6%,44.4%,+1.6
San Jose St,5-4-0,55.6%,44.4%,-1.3
Rice,5-4-0,55.6%,44.4%,+4.1
Arkansas,5-4-0,55.6%,44.4%,-0.4
Xavier,6-5-0,54.6%,45.5%,+2.5
Santa Clara,6-5-0,54.6%,45.5%,+0.3
N Colorado,4-4-0,50.0%,50.0%,-4.3
Michigan,7-7-0,50.0%,50.0%,-1.8
Arkansas St,5-5-0,50.0%,50.0%,+0.9
Stony Brook,2-2-0,50.0%,50.0%,+2.1
Wofford,4-4-0,50.0%,50.0%,+1.1
E Tennessee St,3-3-0,50.0%,50.0%,-0.6
App State,4-4-0,50.0%,50.0%,-1.8
Cal Baptist,3-3-0,50.0%,50.0%,+0.8
Dartmouth,2-2-0,50.0%,50.0%,+5.5
Marshall,3-3-0,50.0%,50.0%,+1.8
Lehigh,3-3-0,50.0%,50.0%,+3.4
UCSB,3-3-0,50.0%,50.0%,+5.3
Lamar,2-2-0,50.0%,50.0%,-4.5
Alcorn St,4-4-0,50.0%,50.0%,-6.2
Saint Joseph's,5-5-0,50.0%,50.0%,-0.4
Mississippi St,4-4-0,50.0%,50.0%,-1.3
Fordham,3-3-0,50.0%,50.0%,+5.6
UC Irvine,3-3-0,50.0%,50.0%,+4.2
Kennesaw St,1-1-0,50.0%,50.0%,+5.0
Washington St,4-4-0,50.0%,50.0%,+4.8
Tulane,6-6-0,50.0%,50.0%,-3.4
Pepperdine,2-2-0,50.0%,50.0%,+4.5
Rhode Island,4-4-0,50.0%,50.0%,-4.0
Utah,5-5-0,50.0%,50.0%,-2.0
Kansas,4-4-0,50.0%,50.0%,+5.4
SF Austin,1-1-0,50.0%,50.0%,-5.3
Valparaiso,3-3-0,50.0%,50.0%,+2.7
North Carolina,4-4-0,50.0%,50.0%,-2.7
UT Rio Grande,2-2-0,50.0%,50.0%,+2.6
Virginia Tech,5-5-0,50.0%,50.0%,+2.1
Longwood,4-4-0,50.0%,50.0%,+2.2
Furman,1-1-0,50.0%,50.0%,-1.3
Saint Peter's,3-3-0,50.0%,50.0%,-5.8
Oklahoma St,4-4-0,50.0%,50.0%,-3.1
Seattle,3-3-0,50.0%,50.0%,+2.3
St Francis PA,3-3-0,50.0%,50.0%,+1.3
Morgan St,3-3-0,50.0%,50.0%,+0.8
Montana St,3-3-0,50.0%,50.0%,-4.2
Purdue,3-3-0,50.0%,50.0%,-3.0
Grambling,3-3-0,50.0%,50.0%,-2.1
Saint Mary's,5-5-0,50.0%,50.0%,-2.6
Duke,5-5-1,50.0%,50.0%,-0.7
Long Beach St,4-4-0,50.0%,50.0%,+1.6
Tenn Tech,6-6-1,50.0%,50.0%,+4.8
