Team,Over Record,Over %,Under %,Total +/-
Miss Valley St,1-0-0,100.0%,0.0%,+3.5
Mercyhurst,4-1-0,80.0%,20.0%,+11.4
Lindenwood,10-4-0,71.4%,28.6%,+3.3
UL Monroe,52-23-0,69.3%,30.7%,+6.3
Le Moyne,12-6-0,66.7%,33.3%,+5.4
W Georgia,2-1-0,66.7%,33.3%,+15.0
N Arizona,39-21-2,65.0%,35.0%,+5.8
Hampton,32-18-1,64.0%,36.0%,+6.9
Hou Christian,21-12-0,63.6%,36.4%,+11.6
New Orleans,45-26-2,63.4%,36.6%,+4.2
E Texas A&M,12-7-0,63.2%,36.8%,+6.8
Lehigh,58-34-0,63.0%,37.0%,+5.6
North Dakota,53-32-2,62.4%,37.7%,+2.5
VMI,26-16-0,61.9%,38.1%,+4.0
Gardner-Webb,73-46-1,61.3%,38.7%,+3.0
CS Northridge,52-33-0,61.2%,38.8%,+3.9
SE Louisiana,53-34-0,60.9%,39.1%,+4.9
Wofford,98-64-2,60.5%,39.5%,+5.1
McNeese,60-40-2,60.0%,40.0%,+2.9
SIU Edward,50-34-0,59.5%,40.5%,+0.8
Purdue FW,92-63-2,59.4%,40.7%,+3.6
E Illinois,45-31-2,59.2%,40.8%,+3.5
N Florida,55-38-1,59.1%,40.9%,+4.1
Queens,23-16-1,59.0%,41.0%,+1.4
CS Bakersfield,50-35-0,58.8%,41.2%,+2.9
Grand Canyon,108-76-1,58.7%,41.3%,+1.3
Iowa,115-81-3,58.7%,41.3%,+3.7
Milwaukee,83-59-0,58.5%,41.6%,+3.9
Wake Forest,87-62-2,58.4%,41.6%,+2.1
Binghamton,25-18-0,58.1%,41.9%,+2.8
Lafayette,43-31-1,58.1%,41.9%,+2.3
N Colorado,94-68-4,58.0%,42.0%,+3.2
Rice,60-44-0,57.7%,42.3%,+2.0
California,68-50-3,57.6%,42.4%,+2.0
La Salle,65-48-0,57.5%,42.5%,+2.2
Southern Miss,46-34-1,57.5%,42.5%,+3.3
South Dakota,79-59-3,57.3%,42.8%,+3.0
AR-Pine Bluff,20-15-0,57.1%,42.9%,+2.9
Stetson,32-24-0,57.1%,42.9%,+5.3
Colgate,101-76-1,57.1%,42.9%,+1.6
Oakland,102-77-0,57.0%,43.0%,+3.2
Loyola Mymt,78-59-1,56.9%,43.1%,+2.0
Idaho,37-28-1,56.9%,43.1%,+1.8
Wyoming,66-50-2,56.9%,43.1%,+3.7
Oregon St,75-57-1,56.8%,43.2%,+1.9
Air Force,47-36-0,56.6%,43.4%,+2.7
Howard,48-37-0,56.5%,43.5%,+3.3
Yale,97-75-1,56.4%,43.6%,+4.1
Florida St,120-93-4,56.3%,43.7%,+1.9
Omaha,54-42-1,56.3%,43.8%,+3.0
Abl Christian,68-53-0,56.2%,43.8%,+2.8
UMass,78-61-0,56.1%,43.9%,+2.3
E Washington,88-69-0,56.1%,44.0%,+3.4
Montana,116-91-1,56.0%,44.0%,+2.4
Florida Intl,54-43-2,55.7%,44.3%,+1.9
Weber St,99-79-5,55.6%,44.4%,+2.2
Portland,45-36-2,55.6%,44.4%,+2.0
Bellarmine,25-20-2,55.6%,44.4%,+0.8
S Utah,66-53-1,55.5%,44.5%,+1.6
NC Wilmington,89-72-2,55.3%,44.7%,+3.0
Providence,95-77-2,55.2%,44.8%,+2.3
Radford,75-61-1,55.2%,44.9%,+0.8
Purdue,156-127-3,55.1%,44.9%,+1.9
Austin Peay,65-53-0,55.1%,44.9%,+3.2
Texas So,76-62-2,55.1%,44.9%,+2.8
NC Asheville,60-49-1,55.1%,45.0%,+1.6
Alabama A&M,22-18-0,55.0%,45.0%,+1.2
Boston U,72-59-2,55.0%,45.0%,+1.9
American,56-46-0,54.9%,45.1%,+1.3
Samford,79-65-1,54.9%,45.1%,+3.4
UNLV,96-79-1,54.9%,45.1%,+2.7
Utah,102-84-2,54.8%,45.2%,+3.1
Buffalo,91-75-1,54.8%,45.2%,+1.5
Wright St,120-99-1,54.8%,45.2%,+1.8
Northeastern,88-73-2,54.7%,45.3%,+0.7
DePaul,53-44-0,54.6%,45.4%,+1.7
Penn,65-54-1,54.6%,45.4%,+3.2
N Dakota St,96-80-3,54.6%,45.5%,+2.4
New Mexico,97-81-1,54.5%,45.5%,+2.2
