Team,Over Record,Over %,Under %,Total +/-
Morgan St,41-22-0,65.1%,34.9%,+5.1
E Texas A&M,11-6-0,64.7%,35.3%,+10.7
New Orleans,82-45-1,64.6%,35.4%,+4.8
Queens,23-13-0,63.9%,36.1%,+0.5
Utah Tech,16-10-0,61.5%,38.5%,+3.9
Oral Roberts,74-48-0,60.7%,39.3%,+2.0
Grand Canyon,38-26-1,59.4%,40.6%,+0.6
North Dakota,54-37-1,59.3%,40.7%,+2.7
Winthrop,80-55-2,59.3%,40.7%,+4.9
Bellarmine,29-20-0,59.2%,40.8%,+2.1
Weber St,72-50-2,59.0%,41.0%,+2.2
Lindenwood,11-8-1,57.9%,42.1%,-2.6
Northeastern,126-92-4,57.8%,42.2%,+2.3
St Francis PA,49-36-0,57.7%,42.4%,+2.1
Prairie View,27-20-1,57.5%,42.6%,+2.2
Purdue FW,90-67-2,57.3%,42.7%,+2.0
Yale,44-33-1,57.1%,42.9%,+3.2
Delaware,132-99-2,57.1%,42.9%,+2.3
Hou Christian,54-41-1,56.8%,43.2%,+5.7
South Dakota,72-55-2,56.7%,43.3%,+3.0
NC Asheville,69-53-1,56.6%,43.4%,+2.4
Portland St,65-50-1,56.5%,43.5%,+2.5
N Colorado,58-45-1,56.3%,43.7%,+2.2
Omaha,63-49-1,56.3%,43.8%,+3.6
N Dakota St,50-39-0,56.2%,43.8%,+3.1
Providence,232-181-5,56.2%,43.8%,+2.3
NJIT,64-50-1,56.1%,43.9%,+0.6
Hofstra,138-110-3,55.7%,44.4%,+2.3
Oregon St,106-85-0,55.5%,44.5%,+1.4
Niagara,94-76-2,55.3%,44.7%,+3.2
NC A&T,47-38-0,55.3%,44.7%,+2.5
Wake Forest,267-216-8,55.3%,44.7%,+1.4
S Dakota St,68-55-2,55.3%,44.7%,+3.0
Auburn,247-201-1,55.1%,44.9%,+1.9
Mississippi St,244-199-6,55.1%,44.9%,+1.9
Boston College,228-186-9,55.1%,44.9%,+1.7
Kennesaw St,49-40-0,55.1%,44.9%,+2.4
