Team,Over Record,Over %,Under %,Total +/-
Queens,29-11-0,72.5%,27.5%,+8.0
Le Moyne,17-7-0,70.8%,29.2%,+6.7
Idaho St,140-74-1,65.4%,34.6%,+6.2
Hou Christian,57-31-1,64.8%,35.2%,+9.7
Oakland,122-67-2,64.6%,35.5%,+6.3
Mercyhurst,9-5-0,64.3%,35.7%,+5.1
SE Louisiana,50-29-0,63.3%,36.7%,+3.7
Omaha,83-49-3,62.9%,37.1%,+5.4
McNeese,54-32-2,62.8%,37.2%,+3.2
UCSD,38-23-0,62.3%,37.7%,+5.3
Wofford,142-86-4,62.3%,37.7%,+4.2
Texas So,58-36-2,61.7%,38.3%,+5.3
CS Bakersfield,57-36-0,61.3%,38.7%,+4.1
Lindenwood,21-14-1,60.0%,40.0%,+4.8
Radford,59-40-1,59.6%,40.4%,+2.5
F Dickinson,55-38-3,59.1%,40.9%,+5.2
SE Missouri St,132-92-4,58.9%,41.1%,+3.9
Purdue FW,106-74-5,58.9%,41.1%,+2.8
Lipscomb,80-56-2,58.8%,41.2%,+4.7
W Georgia,10-7-0,58.8%,41.2%,+3.9
UL Monroe,127-89-7,58.8%,41.2%,+2.9
Gardner-Webb,52-37-1,58.4%,41.6%,+2.7
South Dakota,91-65-1,58.3%,41.7%,+3.6
St Bonaventure,159-114-2,58.2%,41.8%,+4.5
Lafayette,64-46-3,58.2%,41.8%,+1.9
Boston U,75-54-3,58.1%,41.9%,+4.2
North Dakota,86-62-2,58.1%,41.9%,+1.9
Colorado St,166-120-6,58.0%,42.0%,+3.8
N Florida,60-44-1,57.7%,42.3%,+3.3
Denver,147-108-3,57.7%,42.4%,+3.1
Norfolk St,42-31-0,57.5%,42.5%,+3.0
S Carolina St,42-31-0,57.5%,42.5%,+3.7
E Tennessee St,97-72-1,57.4%,42.6%,+2.3
Howard,47-35-1,57.3%,42.7%,+4.4
N Colorado,115-86-4,57.2%,42.8%,+3.3
Bethune,40-30-0,57.1%,42.9%,+3.6
Colgate,65-49-1,57.0%,43.0%,+0.8
Milwaukee,156-119-2,56.7%,43.3%,+2.6
C Michigan,143-111-3,56.3%,43.7%,+2.9
Wake Forest,203-158-6,56.2%,43.8%,+1.9
Montana St,135-106-0,56.0%,44.0%,+2.0
Drake,153-121-6,55.8%,44.2%,+3.1
Temple,181-145-3,55.5%,44.5%,+3.2
Wyoming,164-132-4,55.4%,44.6%,+2.4
Providence,190-153-3,55.4%,44.6%,+2.6
Niagara,139-112-5,55.4%,44.6%,+3.3
NC Asheville,52-42-1,55.3%,44.7%,+0.8
Presbyterian,47-38-0,55.3%,44.7%,+4.3
Xavier,199-161-6,55.3%,44.7%,+1.2
E Texas A&M,21-17-0,55.3%,44.7%,+4.6
Montana,137-111-5,55.2%,44.8%,+1.4
Oral Roberts,85-69-0,55.2%,44.8%,+2.2
Towson,135-110-0,55.1%,44.9%,+2.8
Air Force,147-120-3,55.1%,44.9%,+2.3
Utah St,164-134-5,55.0%,45.0%,+2.5
Auburn,171-140-1,55.0%,45.0%,+2.3
N Texas,141-116-3,54.9%,45.1%,+1.6
E Illinois,128-106-4,54.7%,45.3%,+2.3
Detroit Mercy,146-121-4,54.7%,45.3%,+2.3
W Michigan,144-120-4,54.6%,45.5%,+2.1
Nevada,168-140-2,54.6%,45.5%,+0.7
Brown,109-91-2,54.5%,45.5%,+2.6
Coppin St,43-36-0,54.4%,45.6%,+0.7
Georgia St,130-109-1,54.4%,45.6%,+2.6
Bellarmine,31-26-1,54.4%,45.6%,+3.0
Utah Valley,62-52-1,54.4%,45.6%,+1.9
North Carolina,206-173-5,54.4%,45.7%,+1.9
Youngstown St,138-116-3,54.3%,45.7%,+2.8
Kent St,153-129-6,54.3%,45.7%,+3.1
SF Austin,51-43-1,54.3%,45.7%,+2.7
N Dakota St,90-76-2,54.2%,45.8%,+2.5
La Salle,149-126-3,54.2%,45.8%,+1.8
Longwood,52-44-0,54.2%,45.8%,+2.9
Idaho,131-111-2,54.1%,45.9%,+1.1
CS Northridge,133-113-1,54.1%,45.9%,+3.4
Austin Peay,134-114-3,54.0%,46.0%,+4.1
Pittsburgh,182-155-7,54.0%,46.0%,+0.8
Utah,185-158-3,53.9%,46.1%,+2.1
S Utah,98-84-0,53.9%,46.2%,+1.2
Belmont,92-79-2,53.8%,46.2%,+0.6
Grand Canyon,71-61-2,53.8%,46.2%,0.0
