Team,Over Record,Over %,Under %,Total +/-
W Georgia,8-2-0,80.0%,20.0%,+5.9
Mercyhurst,8-4-0,66.7%,33.3%,+5.4
Omaha,85-53-0,61.6%,38.4%,+3.4
Idaho St,139-91-2,60.4%,39.6%,+4.2
Lipscomb,58-38-1,60.4%,39.6%,+4.5
N Florida,54-36-0,60.0%,40.0%,+4.2
S Indiana,19-13-0,59.4%,40.6%,+4.8
CS Bakersfield,70-50-1,58.3%,41.7%,+1.9
Le Moyne,14-10-0,58.3%,41.7%,+2.2
South Dakota,81-58-2,58.3%,41.7%,+4.3
Lafayette,32-23-2,58.2%,41.8%,+2.3
C Michigan,68-49-1,58.1%,41.9%,+3.1
Hou Christian,43-31-0,58.1%,41.9%,+3.5
Queens,18-13-1,58.1%,41.9%,+3.1
Austin Peay,120-87-6,58.0%,42.0%,+3.6
Oakland,103-75-4,57.9%,42.1%,+3.1
Stetson,46-34-1,57.5%,42.5%,+2.0
Boston College,92-69-2,57.1%,42.9%,+2.3
Longwood,40-30-1,57.1%,42.9%,+1.0
Indiana St,72-54-2,57.1%,42.9%,+1.7
VMI,52-39-0,57.1%,42.9%,+6.0
Saint Joseph's,85-64-2,57.1%,43.0%,+3.5
Boise St,110-83-0,57.0%,43.0%,+1.3
E Illinois,123-93-3,56.9%,43.1%,+1.5
Loyola MD,70-53-2,56.9%,43.1%,+4.2
New Orleans,79-60-2,56.8%,43.2%,+2.9
Buffalo,77-59-1,56.6%,43.4%,+3.4
Lehigh,39-30-1,56.5%,43.5%,+1.1
Miss Valley St,65-50-0,56.5%,43.5%,+2.7
SIU Edward,74-57-1,56.5%,43.5%,+2.4
San Jose St,105-81-3,56.5%,43.6%,+3.3
E Michigan,58-45-0,56.3%,43.7%,+1.3
NC Asheville,42-33-4,56.0%,44.0%,+2.9
Robert Morris,57-45-1,55.9%,44.1%,+1.1
Denver,124-98-5,55.9%,44.1%,+2.3
Belmont,86-68-2,55.8%,44.2%,+2.9
St Bonaventure,87-69-1,55.8%,44.2%,+2.9
NC Wilmington,102-81-2,55.7%,44.3%,+2.6
Youngstown St,104-83-3,55.6%,44.4%,+2.2
Sam Houston,50-40-0,55.6%,44.4%,0.0
SE Missouri St,116-93-6,55.5%,44.5%,+3.5
Pepperdine,143-115-3,55.4%,44.6%,+2.8
Montana St,138-111-0,55.4%,44.6%,+1.8
Duke,124-100-1,55.4%,44.6%,+2.2
E Washington,142-115-2,55.3%,44.8%,+2.4
Charleston So,32-26-1,55.2%,44.8%,+1.8
Wright St,108-88-3,55.1%,44.9%,+1.4
Alabama,103-84-2,55.1%,44.9%,+2.1
Purdue FW,82-67-7,55.0%,45.0%,+1.7
Temple,105-86-3,55.0%,45.0%,+2.3
Baylor,89-73-3,54.9%,45.1%,+1.8
Morgan St,57-47-2,54.8%,45.2%,+1.2
Wake Forest,96-80-3,54.6%,45.5%,+2.1
Bucknell,37-31-1,54.4%,45.6%,+2.1
Grand Canyon,68-57-0,54.4%,45.6%,+0.7
Hofstra,105-88-3,54.4%,45.6%,+2.1
Arkansas St,118-99-6,54.4%,45.6%,+3.1
Rice,100-84-0,54.4%,45.7%,+3.9
C Arkansas,38-32-0,54.3%,45.7%,+2.3
NW State,45-38-2,54.2%,45.8%,+2.6
Texas Tech,97-82-5,54.2%,45.8%,+1.4
Oral Roberts,85-72-1,54.1%,45.9%,+3.3
Troy,118-100-6,54.1%,45.9%,+2.2
Montana,142-121-4,54.0%,46.0%,+1.9
Georgia,90-77-0,53.9%,46.1%,+0.9
Auburn,77-66-2,53.9%,46.2%,+2.0
UT Rio Grande,49-42-1,53.9%,46.2%,-0.3
Ball St,63-54-2,53.9%,46.2%,+0.3
Gonzaga,170-146-1,53.8%,46.2%,+1.3
Kent St,72-62-7,53.7%,46.3%,+2.0
Towson,94-81-2,53.7%,46.3%,+3.1
Army,29-25-0,53.7%,46.3%,+3.0
Ohio,66-57-2,53.7%,46.3%,+0.8
Boston U,44-38-0,53.7%,46.3%,+1.2
S Dakota St,96-83-1,53.6%,46.4%,+1.1
BYU,135-117-4,53.6%,46.4%,+2.6
UMBC,45-39-0,53.6%,46.4%,+0.7
Washington,143-124-1,53.6%,46.4%,+1.7
Toledo,68-59-2,53.5%,46.5%,+2.4
Jacksonville,46-40-1,53.5%,46.5%,+0.3
Miami OH,69-60-1,53.5%,46.5%,+2.4
Air Force,79-69-1,53.4%,46.6%,+0.9
St Thomas,24-21-2,53.3%,46.7%,+0.6
High Point,41-36-1,53.3%,46.8%,+1.5
Milwaukee,109-96-1,53.2%,46.8%,+0.7
UT Martin,118-104-4,53.2%,46.9%,+3.4
Rhode Island,85-75-0,53.1%,46.9%,+0.6
Tulsa,95-84-3,53.1%,46.9%,+1.8
Marquette,104-92-2,53.1%,46.9%,+0.7
Mercer,52-46-3,53.1%,46.9%,+1.7
Little Rock,124-110-2,53.0%,47.0%,+1.3
Long Beach St,133-118-0,53.0%,47.0%,+2.0
Notre Dame,107-95-6,53.0%,47.0%,+1.5
Samford,98-87-0,53.0%,47.0%,+3.5
Sacred Heart,45-40-0,52.9%,47.1%,+1.9
San Diego,129-115-2,52.9%,47.1%,+0.2
USC,144-129-1,52.8%,47.3%,+1.7
Davidson,98-88-2,52.7%,47.3%,+1.2
Villanova,108-97-6,52.7%,47.3%,+0.2
Weber St,138-124-4,52.7%,47.3%,+0.5
Binghamton,40-36-2,52.6%,47.4%,-0.8
McNeese,40-36-2,52.6%,47.4%,+3.3
Maine,40-36-1,52.6%,47.4%,-2.6
UTSA,71-64-1,52.6%,47.4%,+1.1
Virginia,112-101-0,52.6%,47.4%,+1.2
Radford,41-37-1,52.6%,47.4%,+2.3
UT Arlington,84-76-1,52.5%,47.5%,+1.9
Iowa,105-95-2,52.5%,47.5%,+1.1
CS Fullerton,126-114-4,52.5%,47.5%,+2.5
NJIT,43-39-0,52.4%,47.6%,+0.3
N Arizona,129-117-2,52.4%,47.6%,+1.5
Prairie View,54-49-0,52.4%,47.6%,+0.8
Santa Clara,131-119-4,52.4%,47.6%,+0.1
Missouri St,69-63-0,52.3%,47.7%,+2.2
North Dakota,81-74-1,52.3%,47.7%,+1.3
G Washington,82-75-4,52.2%,47.8%,0.0
W Kentucky,130-119-5,52.2%,47.8%,+2.5
West Virginia,107-98-3,52.2%,47.8%,+1.1
UMass Lowell,36-33-0,52.2%,47.8%,+2.3
Dayton,97-89-1,52.2%,47.9%,+0.9
Detroit Mercy,101-93-5,52.1%,47.9%,+1.6
Holy Cross,38-35-0,52.1%,48.0%,+1.0
Clemson,102-94-3,52.0%,48.0%,+0.9
SMU,78-72-3,52.0%,48.0%,+0.7
Harvard,118-109-1,52.0%,48.0%,+0.6
Campbell,40-37-1,52.0%,48.1%,+1.4
N Colorado,110-102-3,51.9%,48.1%,+2.2
California,139-129-2,51.9%,48.1%,+1.8
S Utah,99-92-3,51.8%,48.2%,+1.1
Arizona,159-148-4,51.8%,48.2%,+1.5
Hampton,44-41-2,51.8%,48.2%,+1.9
Nevada,109-102-2,51.7%,48.3%,+0.7
St John's,94-88-2,51.7%,48.4%,+1.9
Cleveland St,110-103-4,51.6%,48.4%,+0.6
UC Davis,111-104-8,51.6%,48.4%,+1.3
Columbia,111-104-2,51.6%,48.4%,+0.9
Michigan,112-105-2,51.6%,48.4%,+1.7
Stony Brook,48-45-0,51.6%,48.4%,+1.2
Loyola Mymt,130-122-3,51.6%,48.4%,+0.4
Vanderbilt,82-77-3,51.6%,48.4%,+1.1
Pittsburgh,99-93-4,51.6%,48.4%,+0.6
North Carolina,132-124-5,51.6%,48.4%,+0.8
Oregon St,133-125-2,51.6%,48.5%,+0.5
W Illinois,83-78-2,51.6%,48.5%,0.0
Manhattan,106-100-0,51.5%,48.5%,+1.1
Illinois St,71-67-1,51.5%,48.6%,+1.0
