Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,5-2-0,71.4%,28.6%,+3.8
N Kentucky,42-19-1,68.9%,31.2%,+6.0
C Arkansas,41-19-1,68.3%,31.7%,+8.0
New Mexico St,25-12-0,67.6%,32.4%,+6.2
Denver,54-27-0,66.7%,33.3%,+4.8
Tulane,47-24-2,66.2%,33.8%,+4.7
Cornell,39-20-1,66.1%,33.9%,+4.9
Holy Cross,29-15-1,65.9%,34.1%,+1.7
Weber St,29-15-1,65.9%,34.1%,+3.8
Kent St,31-17-1,64.6%,35.4%,+0.6
SC Upstate,29-16-0,64.4%,35.6%,+4.0
Queens,16-9-1,64.0%,36.0%,+5.0
J Madison,35-20-1,63.6%,36.4%,+5.1
NC A&T,34-20-0,63.0%,37.0%,+4.4
Purdue FW,51-30-0,63.0%,37.0%,+6.5
UCLA,39-23-1,62.9%,37.1%,+2.2
McNeese,27-16-1,62.8%,37.2%,+3.4
Rhode Island,45-27-1,62.5%,37.5%,+1.9
Le Moyne,15-9-0,62.5%,37.5%,+8.6
W Kentucky,33-20-2,62.3%,37.7%,+1.9
Oral Roberts,49-31-2,61.3%,38.8%,+1.2
North Dakota,41-26-0,61.2%,38.8%,+4.5
Wofford,33-21-2,61.1%,38.9%,+5.8
New Orleans,25-16-2,61.0%,39.0%,+2.0
Milwaukee,39-25-0,60.9%,39.1%,+3.1
Wake Forest,54-35-1,60.7%,39.3%,+3.0
Lamar,30-20-0,60.0%,40.0%,-0.4
Stonehill,18-12-0,60.0%,40.0%,+1.6
Drake,37-25-1,59.7%,40.3%,+3.5
NC Asheville,22-15-0,59.5%,40.5%,+1.0
Drexel,35-24-1,59.3%,40.7%,+5.3
Troy,36-25-1,59.0%,41.0%,+4.6
S Alabama,33-23-2,58.9%,41.1%,+3.3
N Dakota St,37-26-1,58.7%,41.3%,+3.7
Virginia Tech,41-29-2,58.6%,41.4%,+2.5
UTSA,25-18-0,58.1%,41.9%,+5.2
Ball St,29-21-2,58.0%,42.0%,+2.5
CS Northridge,33-24-0,57.9%,42.1%,+2.3
Georgia St,26-19-0,57.8%,42.2%,+3.8
Syracuse,52-38-1,57.8%,42.2%,+2.9
