Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,19-10-1,65.5%,-1.3,+3.0
UCSD,76-56-2,57.6%,5.0,+1.8
Florida A&M,121-92-0,56.8%,-7.1,+1.0
Nevada,182-140-6,56.5%,6.2,+1.2
Utah Valley,139-107-2,56.5%,4.5,+2.1
NC Central,118-91-5,56.5%,4.4,+0.5
Yale,133-103-8,56.4%,7.8,+1.7
Houston,185-146-8,55.9%,13.7,+2.4
S Carolina St,121-96-6,55.8%,-5.1,+1.1
Robert Morris,132-106-2,55.5%,-0.9,+0.4
Penn St,172-140-7,55.1%,2.5,+0.9
Saint Peter's,164-134-2,55.0%,0.4,+0.8
St Thomas,66-54-2,55.0%,4.7,+1.3
SE Louisiana,122-100-4,55.0%,-1.3,0.0
S Alabama,161-132-3,55.0%,2.4,+0.6
Sam Houston,121-100-5,54.8%,5.0,+1.0
Texas A&M-CC,123-102-3,54.7%,2.9,+0.8
Jacksonville St,155-129-7,54.6%,3.9,+1.1
Michigan St,186-155-4,54.6%,8.2,+0.7
Furman,156-130-6,54.6%,8.4,+1.1
Villanova,189-158-5,54.5%,9.1,+0.5
Creighton,182-153-5,54.3%,7.3,+1.1
UConn,177-149-6,54.3%,7.9,+0.9
Stony Brook,127-107-7,54.3%,1.1,-0.1
Queens,51-43-3,54.3%,1.0,+0.6
N Texas,160-135-8,54.2%,4.9,+0.9
Liberty,136-115-5,54.2%,9.4,+0.4
Arkansas St,157-133-7,54.1%,0.7,+0.4
E Washington,164-139-4,54.1%,3.3,+1.4
NW State,113-96-5,54.1%,-5.0,+0.8
VCU,175-149-6,54.0%,7.1,+1.0
S Dakota St,162-138-4,54.0%,6.8,+0.9
Baylor,169-144-9,54.0%,8.9,+0.6
UT Arlington,157-134-7,54.0%,3.1,+0.7
Louisiana Tech,154-132-3,53.9%,7.0,0.0
BYU,170-146-9,53.8%,8.0,+0.8
Hofstra,161-139-5,53.7%,5.0,+0.5
Belmont,163-141-8,53.6%,7.6,+0.5
Colgate,129-112-3,53.5%,4.5,+1.1
UCF,167-145-3,53.5%,2.4,+0.9
Clemson,168-146-6,53.5%,5.7,+1.0
N Florida,125-109-3,53.4%,-0.8,+0.5
Georgia Tech,167-146-2,53.4%,0.1,+0.5
UC Irvine,167-146-8,53.4%,7.4,+0.8
Norfolk St,121-106-5,53.3%,4.4,+1.2
Iowa St,172-151-4,53.3%,5.3,+0.7
Maine,115-101-4,53.2%,-5.7,0.0
Tarleton St,74-65-1,53.2%,1.9,+0.8
E Tennessee St,157-138-8,53.2%,5.9,+0.7
Auburn,174-153-6,53.2%,7.2,+1.0
Toledo,169-149-1,53.1%,5.7,+0.3
Omaha,158-140-2,53.0%,-3.1,-0.1
Oakland,167-148-4,53.0%,1.5,-0.1
Boise St,164-147-6,52.7%,7.1,+1.1
USC,179-161-0,52.7%,5.0,+0.4
Jackson St,120-108-3,52.6%,-2.9,+0.3
Presbyterian,112-101-6,52.6%,-2.5,+0.1
Utah Tech,72-65-3,52.6%,-3.3,-0.1
Nebraska,167-151-2,52.5%,0.4,+0.2
