Team,Over Record,Over %,Under %,Total +/-
Queens,62-41-2,60.2%,39.8%,+2.4
Le Moyne,42-28-0,60.0%,40.0%,+3.6
New Orleans,230-164-5,58.4%,41.6%,+2.8
Idaho St,307-236-7,56.5%,43.5%,+2.4
Oakland,276-213-6,56.4%,43.6%,+3.0
W Georgia,22-17-0,56.4%,43.6%,+1.6
North Dakota,218-169-3,56.3%,43.7%,+2.4
Oral Roberts,239-190-3,55.7%,44.3%,+2.2
Grand Canyon,156-124-3,55.7%,44.3%,+0.5
Omaha,205-163-3,55.7%,44.3%,+2.3
South Dakota,214-174-5,55.2%,44.9%,+3.0
Gardner-Webb,156-127-4,55.1%,44.9%,+1.9
NC Asheville,149-122-5,55.0%,45.0%,+1.7
SE Missouri St,310-254-8,55.0%,45.0%,+2.8
Youngstown St,317-261-4,54.8%,45.2%,+2.5
Wake Forest,404-334-12,54.7%,45.3%,+1.5
Buffalo,342-283-9,54.7%,45.3%,+2.2
Weber St,325-270-7,54.6%,45.4%,+1.4
E Washington,329-274-6,54.6%,45.4%,+2.2
Bellarmine,78-65-2,54.6%,45.5%,+2.0
N Colorado,274-229-7,54.5%,45.5%,+2.4
Auburn,360-305-4,54.1%,45.9%,+1.6
UTSA,199-169-3,54.1%,45.9%,+1.8
Denver,319-271-8,54.1%,45.9%,+1.2
Lafayette,141-120-6,54.0%,46.0%,+0.5
UCSD,75-64-4,54.0%,46.0%,+2.6
Boston College,360-310-13,53.7%,46.3%,+1.3
Lipscomb,165-143-3,53.6%,46.4%,+1.7
S Utah,233-202-6,53.6%,46.4%,+1.3
Purdue FW,230-200-9,53.5%,46.5%,+1.4
Providence,371-323-9,53.5%,46.5%,+1.7
N Florida,151-132-4,53.4%,46.6%,+2.0
Montana,320-280-8,53.3%,46.7%,+1.5
Nevada,361-316-6,53.3%,46.7%,+1.2
Dayton,372-326-8,53.3%,46.7%,+0.8
SC Upstate,147-129-0,53.3%,46.7%,+0.4
Wofford,316-278-7,53.2%,46.8%,+0.7
Radford,150-132-1,53.2%,46.8%,+0.6
Howard,134-118-3,53.2%,46.8%,+1.6
Morgan St,143-126-5,53.2%,46.8%,+1.3
CS Bakersfield,143-126-1,53.2%,46.8%,+1.3
C Arkansas,127-112-4,53.1%,46.9%,+2.0
Baylor,341-301-7,53.1%,46.9%,+1.8
Delaware,319-282-4,53.1%,46.9%,+1.6
Santa Clara,330-293-5,53.0%,47.0%,+1.1
Montana St,313-278-0,53.0%,47.0%,+1.0
SIU Edward,198-176-7,52.9%,47.1%,0.0
Indiana St,335-298-8,52.9%,47.1%,+1.0
NW State,131-117-7,52.8%,47.2%,+1.4
Green Bay,324-290-7,52.8%,47.2%,+1.3
McNeese,126-113-2,52.7%,47.3%,+1.7
Iowa,388-349-11,52.7%,47.4%,+1.7
W Michigan,330-297-6,52.6%,47.4%,+1.1
Milwaukee,331-298-3,52.6%,47.4%,+1.2
Belmont,233-210-3,52.6%,47.4%,+1.4
Florida Intl,293-264-6,52.6%,47.4%,+0.9
Hofstra,325-293-6,52.6%,47.4%,+1.7
Colorado St,336-303-11,52.6%,47.4%,+1.4
Iowa St,359-324-12,52.6%,47.4%,+1.5
Idaho,300-271-6,52.5%,47.5%,+0.9
Hou Christian,124-112-3,52.5%,47.5%,+3.3
Portland St,293-265-8,52.5%,47.5%,+1.9
Austin Peay,314-285-12,52.4%,47.6%,+2.8
Holy Cross,153-139-6,52.4%,47.6%,+0.4
UMass,355-323-5,52.4%,47.6%,+1.2
Oregon St,346-315-3,52.3%,47.7%,+0.7
Northeastern,302-276-10,52.3%,47.8%,+0.6
