Team,ATS Record,Cover %,MOV,ATS +/-
St Bonavent,5-0-0,100.0%,9.2,+5.7
UCSD,8-0-0,100.0%,27.2,+11.6
Hsn Christian,8-0-0,100.0%,2.3,+6.8
LIU,5-0-1,100.0%,7.7,+7.3
Oregon St,9-1-0,90.0%,12.7,+7.5
Jackson St,8-1-0,88.9%,-6.9,+4.2
Nicholls,7-1-3,87.5%,0.5,+4.5
Vanderbilt,7-1-0,87.5%,25.1,+6.8
Middle Tenn,7-1-0,87.5%,12.7,+7.2
San Jose St,7-1-0,87.5%,7.3,+5.6
Troy,6-1-0,85.7%,5.4,+3.3
Kansas,5-1-0,83.3%,22.0,+8.5
NC-Grnsboro,5-1-0,83.3%,10.0,+2.1
Dartmouth,5-1-0,83.3%,18.4,+7.8
Kennesaw St,5-1-0,83.3%,11.8,+6.7
Alabama,5-1-0,83.3%,22.2,+9.0
Presbyterian,5-1-0,83.3%,1.9,+4.3
Idaho,5-1-0,83.3%,3.3,+4.0
Florida,5-1-0,83.3%,16.8,+3.8
Campbell,5-1-0,83.3%,8.1,+11.4
Bucknell,4-1-1,80.0%,-1.5,+5.2
VMI,4-1-0,80.0%,9.7,+2.6
IU Indy,4-1-0,80.0%,20.2,+14.9
Norfolk St,4-1-0,80.0%,22.7,+1.9
NC-Asheville,4-1-0,80.0%,2.7,+3.9
Mississippi,4-1-1,80.0%,16.5,+3.9
Valparaiso,4-1-0,80.0%,-0.6,+4.4
Longwood,4-1-0,80.0%,9.1,+1.5
Morgan St,4-1-0,80.0%,-4.0,+6.0
Villanova,4-1-0,80.0%,7.8,+4.8
Elon,8-2-0,80.0%,12.9,+7.9
Col Charlestn,7-2-0,77.8%,7.7,+4.3
Mercer,3-1-0,75.0%,17.6,+1.9
F Dickinson,6-2-0,75.0%,-5.1,+4.3
N Alabama,6-2-0,75.0%,8.6,+6.3
Tulane,3-1-0,75.0%,14.5,+4.8
Mt St Marys,6-2-0,75.0%,2.9,+2.9
