Team,Over Record,Over %,Under %,Total +/-
New York,4-0-0,100.0%,0.0%,+23.0
Dallas,6-1-0,85.7%,14.3%,+18.1
Memphis,5-1-0,83.3%,16.7%,+7.3
Philadelphia,3-1-0,75.0%,25.0%,+6.8
Cleveland,6-2-0,75.0%,25.0%,+7.1
Chicago,4-2-0,66.7%,33.3%,+11.2
Toronto,5-3-0,62.5%,37.5%,+11.6
Sacramento,5-3-0,62.5%,37.5%,+5.3
New Orleans,5-3-1,62.5%,37.5%,+3.1
Denver,5-3-0,62.5%,37.5%,+9.6
Okla City,3-3-1,50.0%,50.0%,-1.1
Boston,3-3-0,50.0%,50.0%,-3.3
Detroit,4-4-0,50.0%,50.0%,+7.3
Indiana,3-3-0,50.0%,50.0%,-2.8
Phoenix,3-4-0,42.9%,57.1%,+1.1
Atlanta,3-4-0,42.9%,57.1%,-5.5
Minnesota,2-3-0,40.0%,60.0%,-5.5
Washington,2-3-0,40.0%,60.0%,-5.5
Orlando,3-5-0,37.5%,62.5%,-8.1
Miami,3-5-0,37.5%,62.5%,-3.1
San Antonio,2-4-0,33.3%,66.7%,-5.6
Milwaukee,2-4-0,33.3%,66.7%,+2.7
Portland,2-4-0,33.3%,66.7%,-12.3
LA Clippers,2-5-0,28.6%,71.4%,-8.1
Houston,2-5-0,28.6%,71.4%,-9.3
LA Lakers,1-4-0,20.0%,80.0%,-8.5
Golden State,1-5-0,16.7%,83.3%,-17.1
Charlotte,1-5-0,16.7%,83.3%,-3.8
Brooklyn,1-6-0,14.3%,85.7%,-5.5
Utah,0-5-0,0.0%,100.0%,-11.6
