Team,ATS Record,Cover %,MOV,ATS +/-
Le Moyne,8-2-0,80.0%,20.3,+9.8
Queens,9-4-2,69.2%,14.4,+2.9
Mercyhurst,2-1-0,66.7%,21.4,0.0
SE Louisiana,34-18-0,65.4%,6.1,+1.5
Incarnate Word,23-13-0,63.9%,7.4,+2.1
IU Indy,57-33-0,63.3%,4.0,+1.5
Grand Canyon,38-22-0,63.3%,12.0,+2.0
Norfolk St,41-25-0,62.1%,3.2,+1.3
UT Arlington,42-26-1,61.8%,7.1,+2.7
Presbyterian,32-20-2,61.5%,5.5,+1.3
NC Central,32-20-1,61.5%,11.9,+2.7
Maryland ES,23-15-2,60.5%,-5.5,+0.6
Mercer,38-25-3,60.3%,3.6,+1.9
McNeese,27-18-1,60.0%,7.0,+2.3
FGCU,29-20-0,59.2%,6.1,+3.3
N Alabama,21-15-1,58.3%,10.8,+0.7
S Dakota St,54-39-2,58.1%,8.3,+1.5
Vermont,33-24-0,57.9%,9.0,+1.7
Yale,55-40-5,57.9%,5.7,+1.7
Monmouth,55-40-3,57.9%,-2.4,+0.8
N Florida,26-19-0,57.8%,1.6,+1.0
Tarleton St,19-14-0,57.6%,16.0,+3.0
Cornell,50-37-1,57.5%,4.1,+1.2
Abl Christian,27-20-0,57.5%,15.2,+1.8
Wofford,79-59-3,57.3%,9.7,+0.8
Hou Christian,24-18-0,57.1%,1.5,-0.3
Coastal Car,36-27-1,57.1%,8.8,+0.4
Davidson,119-90-3,56.9%,9.6,+0.8
Saint Mary's,101-79-6,56.1%,12.0,+1.1
Utah St,101-79-5,56.1%,12.2,+1.9
UC Irvine,86-68-8,55.8%,8.4,+0.3
Siena,104-83-7,55.6%,2.0,+1.7
Alabama A&M,25-20-0,55.6%,-5.3,+0.7
S Carolina St,25-20-0,55.6%,-2.2,+2.0
Oregon,98-79-5,55.4%,9.2,+1.4
Florida A&M,31-25-0,55.4%,-5.9,+1.0
Liberty,47-38-0,55.3%,7.2,+0.1
San Francisco,84-68-2,55.3%,9.0,+1.8
Milwaukee,96-78-4,55.2%,3.8,+0.9
Chattanooga,76-62-1,55.1%,12.0,+0.1
BYU,87-71-4,55.1%,11.6,+1.9
LSU,87-71-8,55.1%,7.3,+1.0
Louisiana Tech,71-58-6,55.0%,8.6,+0.8
North Dakota,39-32-1,54.9%,6.2,-0.2
Bucknell,29-24-0,54.7%,2.0,+1.0
Montana,78-65-1,54.6%,8.7,+1.8
UCF,75-63-2,54.4%,3.0,-0.2
Brown,45-38-3,54.2%,1.3,+0.6
Marquette,136-115-3,54.2%,6.3,+0.2
Charlotte,92-78-4,54.1%,2.0,+0.5
Charleston So,28-24-0,53.9%,5.9,+1.5
Mississippi,108-93-2,53.7%,4.3,+0.5
Illinois,127-110-10,53.6%,8.0,+1.3
Maryland,142-123-4,53.6%,8.7,+1.2
Coppin St,30-26-1,53.6%,-4.6,+0.1
Saint Louis,113-98-5,53.6%,2.6,+0.2
Morehead St,69-60-3,53.5%,8.8,-0.3
Missouri St,92-80-2,53.5%,6.7,+1.0
Lamar,32-28-2,53.3%,8.2,+1.4
Boston U,32-28-1,53.3%,2.3,+1.2
Illinois Chicago,99-87-1,53.2%,1.4,0.0
Utah Valley,34-30-0,53.1%,9.0,+0.4
Long Beach St,78-69-2,53.1%,3.0,+0.1
Hofstra,70-62-9,53.0%,5.0,+0.7
Buffalo,97-86-4,53.0%,3.8,+0.8
Kansas City,27-24-0,52.9%,5.7,-0.9
Mt St Mary's,27-24-0,52.9%,-3.8,+0.1
SMU,92-82-3,52.9%,6.6,+0.3
J Madison,65-58-2,52.9%,4.6,-0.9
UNLV,87-78-5,52.7%,6.6,-0.1
Rice,58-52-1,52.7%,4.1,+0.3
Purdue,126-113-6,52.7%,8.3,+0.7
Bradley,97-87-6,52.7%,4.1,+0.4
Middle Tenn,78-70-4,52.7%,7.3,+0.5
Tennessee,111-100-2,52.6%,8.4,+0.1
Richmond,104-94-4,52.5%,3.7,+0.5
App State,75-68-3,52.5%,8.7,+0.8
UCSD,11-10-1,52.4%,14.7,+0.9
Stetson,23-21-1,52.3%,0.0,-1.6
Navy,23-21-0,52.3%,2.9,+0.3
UConn,127-116-3,52.3%,9.1,-0.4
St John's,117-107-6,52.2%,3.6,+0.5
Boise St,94-86-1,52.2%,9.3,+0.3
Elon,59-54-3,52.2%,3.6,+0.1
Gonzaga,95-87-0,52.2%,17.7,+2.0
Clemson,132-121-1,52.2%,4.1,+1.0
Saint Joseph's,110-101-5,52.1%,2.9,+0.3
San Diego St,99-91-2,52.1%,8.3,+0.7
Wright St,89-82-4,52.1%,5.3,0.0
Lehigh,26-24-0,52.0%,4.2,-0.7
Mississippi St,92-85-5,52.0%,6.8,+0.6
USC,92-85-5,52.0%,5.4,+0.2
Oakland,53-49-0,52.0%,4.9,+1.4
Denver,80-74-3,52.0%,0.8,-0.4
C Connecticut,27-25-0,51.9%,0.1,+1.1
Jacksonville St,54-50-4,51.9%,5.5,+0.3
Duke,111-103-2,51.9%,14.6,+0.5
UCSB,84-78-6,51.9%,6.8,-0.2
Purdue FW,42-39-2,51.9%,9.2,0.0
Longwood,28-26-0,51.9%,3.9,+0.8
North Carolina,127-118-5,51.8%,9.5,+0.3
Iowa St,100-93-5,51.8%,8.2,+0.3
E Washington,72-67-2,51.8%,6.3,+1.1
William & Mary,58-54-4,51.8%,4.1,-1.0
Cleveland St,87-81-4,51.8%,4.7,+1.1
Villanova,121-113-2,51.7%,7.2,-0.3
CS Northridge,76-71-2,51.7%,4.4,+0.3
Miami,124-116-4,51.7%,4.4,-0.3
Louisiana,78-73-3,51.7%,6.8,+0.6
Georgia,95-89-4,51.6%,1.8,+0.3
Temple,111-104-6,51.6%,3.1,0.0
S Illinois,96-90-10,51.6%,3.5,-0.5
Tulsa,98-92-3,51.6%,5.1,+0.8
C Michigan,82-77-6,51.6%,4.6,-0.4
Saint Peter's,100-94-3,51.6%,-2.0,+0.2
Colgate,35-33-0,51.5%,2.9,+0.3
Dayton,108-102-3,51.4%,6.8,+0.9
LIU,19-18-0,51.4%,-0.1,+0.1
Kent St,102-97-9,51.3%,7.9,0.0
N Dakota St,61-58-1,51.3%,11.3,+2.4
Wisconsin,124-118-5,51.2%,7.5,+0.4
NC Wilmington,86-82-9,51.2%,3.3,-0.5
NW State,22-21-3,51.2%,1.8,-1.2
Pepperdine,68-65-2,51.1%,1.6,+0.1
Binghamton,24-23-0,51.1%,-2.1,+2.0
Penn St,121-116-5,51.1%,1.6,+0.6
Kansas,123-118-3,51.0%,13.8,+0.7
Jackson St,25-24-2,51.0%,-2.0,+1.3
E Michigan,75-72-3,51.0%,3.6,-1.0
NC A&T,25-24-0,51.0%,0.2,+1.3
Florida,103-99-4,51.0%,10.9,+0.4
UMass,104-100-1,51.0%,1.7,0.0
UC Davis,53-51-2,51.0%,1.3,-0.8
Georgia Tech,114-110-3,50.9%,2.8,+0.1
SE Missouri St,59-57-3,50.9%,5.3,+1.3
Austin Peay,60-58-2,50.9%,4.7,-0.6
Vanderbilt,90-87-4,50.9%,3.9,-0.6
Florida St,122-118-3,50.8%,1.7,-0.8
Creighton,126-122-4,50.8%,7.9,0.0
Wake Forest,126-122-7,50.8%,2.4,+0.4
NC Asheville,32-31-3,50.8%,6.6,+0.6
UMBC,33-32-0,50.8%,-0.8,+1.5
Xavier,117-114-6,50.7%,8.2,+0.7
Notre Dame,121-118-4,50.6%,5.9,+0.4
Michigan St,127-124-5,50.6%,9.2,+0.4
George Mason,88-86-2,50.6%,3.7,+0.6
Columbia,44-43-1,50.6%,3.7,-0.6
Houston,99-97-5,50.5%,6.3,+0.5
Virginia,114-112-4,50.4%,5.0,-0.1
Georgetown,130-128-4,50.4%,5.0,-0.3
UTEP,70-69-2,50.4%,6.6,-0.6
Charleston,69-68-2,50.4%,7.3,+0.2
Portland,72-71-4,50.4%,2.2,0.0
Colorado St,90-89-4,50.3%,6.0,+0.2
Niagara,89-88-2,50.3%,0.4,+0.7
Louisville,115-114-5,50.2%,9.1,+0.3
Seton Hall,119-118-5,50.2%,2.2,-0.1
Minnesota,125-124-6,50.2%,3.6,+0.4
Ohio St,131-130-4,50.2%,6.7,+0.2
Florida Atlantic,53-53-3,50.0%,2.3,+0.3
Indiana St,96-96-3,50.0%,2.2,+0.3
Lipscomb,24-24-1,50.0%,5.9,+0.4
Indiana,130-130-5,50.0%,5.4,0.0
Bethune,19-19-2,50.0%,-1.8,-1.5
F Dickinson,24-24-0,50.0%,-0.4,-0.1
Missouri,89-89-4,50.0%,6.5,+0.2
CS Bakersfield,27-27-0,50.0%,4.0,+1.2
UT Rio Grande,21-21-3,50.0%,4.4,0.0
Texas A&M,95-95-3,50.0%,5.9,-0.6
High Point,26-26-0,50.0%,8.1,+0.3
Tennessee St,69-69-0,50.0%,1.4,-1.2
Penn,68-68-4,50.0%,-0.5,-1.4
Kennesaw St,24-24-0,50.0%,2.6,-0.2
New Mexico,93-93-7,50.0%,7.7,-0.6
New Orleans,55-55-0,50.0%,3.2,+0.6
Bellarmine,12-12-0,50.0%,12.2,-1.0
C Arkansas,22-22-2,50.0%,-0.8,-2.6
W Kentucky,81-81-4,50.0%,7.1,0.0
E Tennessee St,50-50-4,50.0%,9.1,+0.1
W Georgia,2-2-0,50.0%,7.5,+0.9
Wichita St,103-104-8,49.8%,7.5,+0.7
San Jose St,94-95-3,49.7%,-1.0,-0.9
Nevada,89-90-4,49.7%,5.7,+0.3
Bowling Green,79-80-5,49.7%,5.3,-0.8
Stanford,68-69-3,49.6%,7.7,-0.8
UC Riverside,64-65-2,49.6%,4.2,+0.4
Marist,97-99-5,49.5%,-2.9,-0.1
Fresno St,95-97-5,49.5%,5.9,+0.9
Miami OH,91-93-2,49.5%,2.9,-0.6
Canisius,84-86-3,49.4%,-1.4,-0.8
Toledo,92-95-4,49.2%,4.5,+0.5
Syracuse,119-123-2,49.2%,7.5,-0.4
Pittsburgh,113-117-5,49.1%,6.6,0.0
SC Upstate,28-29-1,49.1%,4.0,+1.2
Princeton,54-56-1,49.1%,6.8,-0.1
Northeastern,54-56-3,49.1%,0.0,+0.2
N Colorado,53-55-3,49.1%,7.2,+0.2
Hampton,26-27-1,49.1%,3.4,+0.1
Howard,26-27-0,49.1%,-3.1,+0.5
Oregon St,78-81-0,49.1%,4.2,-0.2
Kentucky,120-125-7,49.0%,10.5,-0.2
Michigan,113-118-7,48.9%,3.9,-0.4
South Dakota,44-46-0,48.9%,8.4,-0.9
Boston College,108-113-5,48.9%,0.2,-0.5
Illinois St,84-88-5,48.8%,3.3,0.0
UAB,84-88-3,48.8%,5.8,-0.8
Hawai'i,83-87-2,48.8%,5.3,-0.5
Southern Miss,83-87-4,48.8%,5.6,-1.6
N Iowa,92-97-4,48.7%,6.0,-0.2
UTSA,37-39-0,48.7%,4.5,-0.3
Rutgers,126-133-2,48.7%,0.6,-0.1
Sacred Heart,17-18-0,48.6%,-2.9,-0.2
Butler,95-101-4,48.5%,5.5,+0.3
Valparaiso,60-64-2,48.4%,6.8,-0.2
Colorado,89-95-4,48.4%,4.9,-0.3
Miss Valley St,29-31-0,48.3%,-12.2,-1.2
The Citadel,57-61-1,48.3%,6.0,-0.9
Manhattan,100-107-2,48.3%,0.8,-0.9
Arizona,84-90-2,48.3%,11.2,+0.2
N Illinois,69-74-4,48.3%,0.8,-0.7
W Michigan,82-88-4,48.2%,2.8,-0.6
Texas Tech,95-102-3,48.2%,4.7,0.0
Belmont,52-56-1,48.2%,4.9,+0.2
Radford,26-28-1,48.2%,3.8,-0.4
Delaware,65-70-3,48.2%,0.7,-1.4
Utah Tech,13-14-0,48.2%,7.4,-0.8
Rider,90-97-3,48.1%,1.3,0.0
St Bonaventure,89-96-5,48.1%,0.0,-0.7
Morgan St,25-27-1,48.1%,0.0,-0.2
Sam Houston,25-27-0,48.1%,12.9,-1.0
Oklahoma,109-118-2,48.0%,8.2,+0.2
Chicago St,24-26-0,48.0%,-5.2,-1.7
New Hampshire,24-26-0,48.0%,2.0,+1.2
Drake,88-96-5,47.8%,4.7,0.0
DePaul,109-119-6,47.8%,-3.0,-1.0
Loyola Chi,76-83-4,47.8%,4.4,-0.1
California,75-82-2,47.8%,1.7,-1.3
Prairie View,21-23-1,47.7%,-3.1,-1.0
Furman,61-67-1,47.7%,9.1,-0.3
Arkansas St,71-78-2,47.7%,9.0,-0.4
Akron,91-100-4,47.6%,9.0,-0.3
Nicholls,20-22-1,47.6%,2.0,-0.4
Ohio,80-88-0,47.6%,6.2,0.0
Washington,86-95-6,47.5%,3.9,-0.6
Iowa,114-126-4,47.5%,4.4,+0.1
SF Austin,27-30-0,47.4%,11.8,+0.9
Georgia So,62-69-4,47.3%,7.8,-0.8
